symbol,fiscal_period_end,error,total_revenue,gross_profit,operating_income,net_income,ebitda,research_development,selling_general_admin,operating_cash_flow,capital_expenditure,free_cash_flow,total_assets,total_debt,stockholders_equity,cash,current_assets,current_liabilities,prior_revenue,prior_revenue_growth_yoy,revenue_growth_yoy,revenue_growth_accel,gross_margin,operating_margin,net_margin,ebitda_margin,cfo_margin,fcf_margin,capex_to_revenue,rd_to_revenue,sga_to_revenue,debt_to_assets,debt_to_equity,cash_to_assets,current_ratio,asset_turnover,availability_date,current_market_cap,market_cap_bucket,trade_date,trade_close,reporting_lag_days,fwd_3m_return,fwd_3m_return_end_date,fwd_6m_return,fwd_6m_return_end_date,fwd_12m_return,fwd_12m_return_end_date,trailing_3m_return,trailing_6m_return,trailing_12m_return,realized_vol_3m,drawdown_12m,relative_6m_vs_spy,log_market_cap,growth_x_trailing_6m,growth_x_fcf_margin
PG,2023-06-30,,82006000000.0,39246000000.0,18134000000.0,14653000000.0,21823000000.0,,21112000000.0,16848000000.0,-3062000000.0,13786000000.0,120829000000.0,35424000000.0,46777000000.0,8246000000.0,22648000000.0,35756000000.0,80187000000.0,,0.0226844750395949,,0.4785747384337731,0.2211301612077165,0.1786820476550496,0.2661146745360095,0.20544838182572,0.168109650513377,0.037338731312343,0.0,0.2574445772260566,0.2931746517806156,0.757295251940056,0.068245206034975,0.6334041839131894,0.6786946842231584,2023-09-28,329659777024.0,large_cap,2023-09-28,136.23704528808594,90,0.0021168332935539,2023-12-28,0.1112072210671728,2024-04-01,0.2135312464194436,2024-09-30,-0.014178011958032588,0.009359524158902177,0.13784042676632136,0.13357881814874462,-0.06843187899383418,-0.06608336898691625,26.521326980867666,0.0002123158921651019,0.0038134791709857224
PH,2023-06-30,,19065000000.0,6429000000.0,3075000000.0,2083000000.0,4072000000.0,,3354000000.0,2980000000.0,-381000000.0,2599000000.0,29964472000.0,12559459000.0,10326888000.0,475182000.0,6834229000.0,7735370000.0,15861608000.0,,0.2019588430126377,,0.3372147915027537,0.1612903225806451,0.1092578022554419,0.2135851035929714,0.1563073695253081,0.1363231051665355,0.0199842643587726,0.0,0.1759244689221085,0.4191450128004925,1.2161901048989785,0.0158581803143402,0.8835038272248128,0.6362534938042625,2023-09-28,108777250816.0,large_cap,2023-09-28,381.4530944824219,90,0.1814133496220435,2023-12-28,0.4132169762601649,2024-04-01,0.629752337201902,2024-09-30,0.01847073129712884,0.18408301371171087,0.6745171453248189,0.22474072186863284,-0.07345337058262602,0.10864012056589245,25.412568057740817,0.03717719246749665,0.027531656595323643
TEAM,2023-06-30,,3534647000.0,2900882000.0,-345222000.0,-486761000.0,-220066000.0,1869881000.0,1366323000.0,868111000.0,-25812000.0,842299000.0,4106779000.0,1282358000.0,654672000.0,2102550000.0,2736364000.0,2027590000.0,2802882000.0,,0.2610759211411682,,0.8206992098503755,-0.0976680273871761,-0.1377113471302792,-0.0622596825086069,0.2456004800479369,0.2382979120687299,0.0073025679792069,0.5290149200188873,0.3865514717594147,0.3122539586376573,1.958779358212968,0.5119705735322013,1.349564754215596,0.8606859536390928,2023-09-28,22194536448.0,mid_cap,2023-09-28,196.94000244140625,90,0.2248400438223365,2023-12-28,-0.0181273853963767,2024-04-01,-0.1936122900889928,2024-09-30,0.21838655769023996,0.2394738699598531,-0.08224984480960107,0.5278296437740942,-0.18774232043216998,0.16403097681403467,23.823111989589663,0.06252086118900897,0.062213846899360756
CSCO,2023-07-31,,56998000000.0,35753000000.0,15562000000.0,12613000000.0,17471000000.0,7551000000.0,12358000000.0,19886000000.0,-849000000.0,19037000000.0,101852000000.0,8391000000.0,44353000000.0,10123000000.0,43348000000.0,31309000000.0,51557000000.0,,0.1055336811684155,,0.6272676234253833,0.2730271237587284,0.2212884662619741,0.3065195270009474,0.3488894347170076,0.3339941752342187,0.0148952594827888,0.1324783325730727,0.216814625074564,0.0823842438047362,0.1891867517417085,0.0993893099791854,1.384522022421668,0.5596159132859443,2023-10-29,466916868096.0,large_cap,2023-10-30,48.16854095458984,90,-0.0193819733978379,2024-01-31,-0.0771738929004567,2024-05-01,0.1130402608866298,2024-10-30,-0.013626027513898742,0.10554141086569002,0.19655018640341937,0.1595732658292048,-0.10196320573441953,0.09809259343681886,26.86941706612678,0.011138173604364473,0.035247634801275934
INTU,2023-07-31,,14368000000.0,11225000000.0,3141000000.0,2384000000.0,4043000000.0,2539000000.0,5062000000.0,5046000000.0,-260000000.0,4786000000.0,27780000000.0,6689000000.0,17269000000.0,2848000000.0,5557000000.0,3790000000.0,12726000000.0,,0.1290271884331291,,0.78125,0.2186108017817372,0.165924276169265,0.2813891982182628,0.3511971046770601,0.3331013363028953,0.0180957683741648,0.1767121380846325,0.3523106904231626,0.2407847372210223,0.3873414789507209,0.1025197984161267,1.46622691292876,0.5172066234701224,2023-10-29,109361717248.0,large_cap,2023-10-30,479.05657958984375,90,0.2969869648635732,2024-01-31,0.2656149049868752,2024-05-01,0.2816879336535751,2024-10-30,-0.03962764699696064,0.10549928272981002,0.16363950531185756,0.24534493641564345,-0.11788203238415296,0.09805046530093886,25.417926731945474,0.01361227583233916,0.042979128886480776
PANW,2023-07-31,,6892700000.0,4983000000.0,387300000.0,439700000.0,869000000.0,1604000000.0,2991700000.0,2777500000.0,-146300000.0,2631200000.0,14501100000.0,2270700000.0,1748400000.0,1135300000.0,6048000000.0,7737500000.0,5501500000.0,,0.2528764882304826,,0.722938761298185,0.0561898820491244,0.063792127903434,0.1260754131182265,0.4029625545867367,0.3817372002263264,0.0212253543604102,0.232709968517417,0.4340389107316436,0.156588120901173,1.2987302676733012,0.0782906124362979,0.7816478190630048,0.4753225617366958,2023-10-29,196935139328.0,large_cap,2023-10-30,119.2750015258789,90,0.4190316723331964,2024-01-31,0.2045273219952419,2024-05-01,0.5070635303560347,2024-10-30,-0.05774773955416035,0.3014184346980029,0.4187582010092725,0.45739136135043296,-0.08859932775978074,0.29396961726913173,26.006140269482508,0.07622163525436002,0.09653236262017001
ZS,2023-07-31,,1616952000.0,1254120000.0,-234623000.0,-202335000.0,-109207000.0,350786000.0,1137184000.0,462343000.0,-128724000.0,333619000.0,3608317000.0,1210545000.0,725112000.0,1262206000.0,2890314000.0,1535868000.0,1090946000.0,,0.4821558537269488,,0.7756074391818681,-0.1451020191075554,-0.1251335846704169,-0.0675388013991757,0.2859348947897031,0.2063258525917899,0.0796090421979131,0.216942741652195,0.7032886566824494,0.3354874308437978,1.6694593386952636,0.3498046319101121,1.881876567517521,0.4481180561463973,2023-10-29,25895344128.0,mid_cap,2023-10-30,156.80999755859375,90,0.5029016123852987,2024-01-31,0.0988457384179746,2024-05-01,0.1911230258740646,2024-10-30,-0.0367936448456927,0.7670723612065311,0.01976974183304514,0.4280281992247817,-0.09384573942080088,0.75962354377766,23.977329026094843,0.36984842918788147,0.09948121760233505
ACN,2023-08-31,,64111745000.0,20731607000.0,9873035000.0,6871557000.0,10248473000.0,,10858572000.0,9524268000.0,-528172000.0,8996096000.0,51245305000.0,3149034000.0,25692839000.0,9045032000.0,23381931000.0,18009038000.0,61594305000.0,,0.0408713110733207,,0.3233667559664769,0.1539972902001029,0.1071809385316216,0.159853284292917,0.1485573041257885,0.1403190008320628,0.0082383032937256,0.0,0.169369465766374,0.0614501952910613,0.1225646570236944,0.1765045988115399,1.2983442535908911,1.2510754887691662,2023-11-29,103897767936.0,large_cap,2023-11-29,320.7283630371094,90,0.1471209206568415,2024-03-01,-0.1467635340435964,2024-05-31,0.1045637490274393,2024-11-29,0.035491317132460454,0.09812140407366265,0.16529954414218895,0.20106543299624843,-0.0020954837572709772,0.0022542213171357073,25.36667325201044,0.004010350428845663,0.005735021532504785
AZO,2023-08-31,,17457209000.0,9070422000.0,3473986000.0,2528426000.0,3983617000.0,,5596436000.0,2940788000.0,-796657000.0,2144131000.0,15985878000.0,10929767000.0,-4349894000.0,277054000.0,6779426000.0,8511856000.0,16252230000.0,,0.0741423792304194,,0.5195803063364826,0.1990000807116418,0.144835637815873,0.22819323524167,0.1684569394798447,0.122822096017754,0.0456348434620906,0.0,0.3205802256248407,0.6837139004814125,2.5126513427683523,0.0173311719256208,0.7964685962732452,1.0920394237964284,2023-11-29,55024222208.0,large_cap,2023-11-29,2596.510009765625,90,0.1692579573411388,2024-03-01,0.0667934770088869,2024-05-31,0.220692401393284,2024-11-29,0.01300340944214029,0.08784414294813359,0.019846986105354958,0.22678687465991582,-0.05016732115569933,-0.008023039808393362,24.73103932901142,0.006512973759631693,0.009106322420823302
COST,2023-08-31,,242290000000.0,29704000000.0,8114000000.0,6292000000.0,10724000000.0,,21590000000.0,11068000000.0,-4323000000.0,6745000000.0,68994000000.0,8884000000.0,25058000000.0,13700000000.0,35879000000.0,33583000000.0,226954000000.0,,0.0675731646060435,,0.1225968880267448,0.03348879441991,0.025968880267448,0.0442610095340294,0.0456807957406413,0.0278385405918527,0.0178422551487886,0.0,0.0891080936068347,0.1287648201292866,0.354537473062495,0.1985679914195437,1.0683679242473871,3.5117546453314783,2023-11-29,465369300992.0,large_cap,2023-11-29,566.8870849609375,90,0.3057688742250921,2024-03-01,0.413357389061312,2024-05-31,0.700721090436373,2024-11-29,0.08608201757586298,0.15343580104113608,0.11563240990756563,0.16898148333531393,-0.014946955130074713,0.05756861828460913,26.866097123008977,0.01036814264021283,0.0018811382858052862
MU,2023-08-31,,15540000000.0,-1416000000.0,-5405000000.0,-5833000000.0,2486000000.0,3114000000.0,920000000.0,1559000000.0,-7676000000.0,-6117000000.0,64254000000.0,13933000000.0,44120000000.0,8577000000.0,21244000000.0,4765000000.0,30758000000.0,,-0.4947655894401457,,-0.0911196911196911,-0.3478120978120978,-0.3753539253539253,0.1599742599742599,0.1003217503217503,-0.3936293436293436,0.4939510939510939,0.2003861003861003,0.0592020592020592,0.216842531204283,0.3157978241160471,0.1334858530208236,4.458342077649528,0.2418526473060043,2023-11-29,817223696384.0,large_cap,2023-11-29,75.98062896728516,90,0.2423708443464776,2024-03-01,0.6336969030718451,2024-05-31,0.2827270752800526,2024-11-29,0.12818251508114553,0.1284822961137524,0.3864306382210969,0.2586251189322678,-0.024548648698416553,0.032615113357225445,27.429178696513034,-0.06356861896934404,0.19475425422170986
AAPL,2023-09-30,,383285000000.0,169148000000.0,114301000000.0,96995000000.0,125820000000.0,29915000000.0,24932000000.0,110543000000.0,-10959000000.0,99584000000.0,352583000000.0,111088000000.0,62146000000.0,29965000000.0,143566000000.0,145308000000.0,394328000000.0,,-0.0280046053031993,,0.4413112957720756,0.2982141226502472,0.2530623426432028,0.3282674772036474,0.2884094081427658,0.259817107374408,0.0285923007683577,0.078048971392045,0.0650482017297833,0.3150690759338936,1.7875325845589418,0.0849870810560917,0.9880116717592976,1.087077369016657,2023-12-29,4409585041408.0,large_cap,2023-12-29,190.37506103515625,90,-0.121926722569455,2024-04-02,0.1470950801592123,2024-07-02,0.3070525839944471,2024-12-31,0.12600700725336722,-0.00477422672180583,0.5360690759666222,0.1559554130364183,-0.02816618577727492,-0.08517587179158581,29.114801706041277,0.00013370033497215936,-0.007276075543039248
APD,2023-09-30,,12600000000.0,3767000000.0,2739200000.0,2300200000.0,4418200000.0,105600000.0,957000000.0,3206300000.0,-4626400000.0,-1420100000.0,32002500000.0,11031600000.0,14312900000.0,1617000000.0,5200500000.0,3895800000.0,12698600000.0,,-0.0077646354716267,,0.298968253968254,0.2173968253968254,0.1825555555555555,0.3506507936507936,0.2544682539682539,-0.1127063492063492,0.3671746031746031,0.0083809523809523,0.0759523809523809,0.3447105694867588,0.7707452717478638,0.0505273025544879,1.3348991221315265,0.3937192406843215,2023-12-29,65775423488.0,large_cap,2023-12-29,258.1552734375,90,-0.1176074849348025,2024-04-02,-0.0701710273462177,2024-07-02,0.0808781459120639,2024-12-31,-0.027669344880368874,-0.07438394980297691,-0.08884759008976739,0.31421735686577607,-0.12432840959649405,-0.1547855948727569,24.909512102286097,0.0005775642551598944,0.0008751237169251647
EMR,2023-09-30,,15165000000.0,7427000000.0,2759000000.0,13219000000.0,4215000000.0,,4186000000.0,637000000.0,-363000000.0,274000000.0,42746000000.0,8561000000.0,20689000000.0,8051000000.0,13819000000.0,5032000000.0,13804000000.0,,0.0985946102578962,,0.4897461259479063,0.1819320804484009,0.8716782063963073,0.277942631058358,0.0420046158918562,0.018067919551599,0.0239366963402571,0.0,0.2760303330036268,0.2002760492209797,0.413794770167722,0.1883451083142282,2.7462241653418125,0.3547700369625228,2023-12-29,74521305088.0,large_cap,2023-12-29,93.192138671875,90,0.1695521364106729,2024-04-02,0.1334332388038195,2024-07-02,0.29731221264556,2024-12-31,0.013893424178198721,0.08911054318488687,0.04624759988080451,0.24013671601053638,-0.022056741926744228,0.008708898115106889,25.03435089578463,0.00878581927518335,0.0017813994863609263
QCOM,2023-09-30,,35820000000.0,19951000000.0,8650000000.0,7232000000.0,9946000000.0,8818000000.0,2483000000.0,11299000000.0,-1450000000.0,9849000000.0,51040000000.0,15398000000.0,21581000000.0,8450000000.0,22464000000.0,9628000000.0,44200000000.0,,-0.1895927601809954,,0.5569793411501954,0.2414852037967615,0.2018983807928531,0.2776661083193746,0.3154383026242323,0.2749581239530988,0.0404801786711334,0.2461753210496929,0.0693188163037409,0.3016849529780564,0.7134979843380752,0.1655564263322884,2.333194848358953,0.7018025078369906,2023-12-29,212370472960.0,large_cap,2023-12-29,137.8426055908203,90,0.1886108532174082,2024-04-02,0.3966756305560994,2024-07-02,0.0831046975127338,2024-12-31,0.310551248339171,0.2313544511304011,0.38823937642705686,0.2346478446195003,-0.00843270607037172,0.15095280606062111,26.08159810045469,-0.04386312896997196,-0.052130069654456275
SBUX,2023-09-30,,35975600000.0,9846200000.0,5502900000.0,4124500000.0,7402300000.0,,2441300000.0,6008700000.0,-2333600000.0,3675100000.0,29445500000.0,24599800000.0,-7994800000.0,3551500000.0,7303400000.0,9345300000.0,32250300000.0,,0.1155121037633759,,0.2736910572721511,0.1529620075829173,0.1146471497348202,0.2057589032566517,0.1670215368193998,0.102155349737044,0.0648661870823558,0.0,0.0678598828094597,0.8354349561053471,3.076975033771952,0.1206126572820974,0.7815051416219918,1.221769030921533,2023-12-29,121737052160.0,large_cap,2023-12-29,90.03768157958984,90,-0.0642923533178509,2024-04-02,-0.1888483918755872,2024-07-02,-0.0247880360827795,2024-12-31,0.05771412817737631,-0.020266910275383077,-0.005838228569714832,0.26230862038224717,-0.14860661347733517,-0.10066855534516306,25.52512924549198,-0.002341073442693079,0.01180017935880938
V,2023-09-30,,32653000000.0,26086000000.0,21927000000.0,17273000000.0,22624000000.0,,3216000000.0,20755000000.0,-1059000000.0,19696000000.0,90499000000.0,20463000000.0,38733000000.0,16286000000.0,33532000000.0,23098000000.0,29310000000.0,,0.1140566359604231,,0.7988852479098398,0.6715156340918139,0.5289866168499066,0.6928612991149359,0.6356230667932502,0.6031911309833706,0.0324319358098796,0.0,0.0984901846690962,0.2261129957237096,0.5283091937107892,0.1799577895888352,1.451727422287644,0.3608106166918971,2023-12-29,619492999168.0,large_cap,2023-12-29,255.4952087402344,90,0.0714780471775966,2024-04-02,0.0340985087673091,2024-07-02,0.2231833548393724,2024-12-31,0.13431704594915472,0.10070277039719966,0.28014740230201407,0.1339822333491252,-0.00773702827002043,0.020301125327419678,27.152167237173707,0.011485819223399474,0.0687979512411262
AMAT,2023-10-31,,26517000000.0,12384000000.0,7654000000.0,6856000000.0,8469000000.0,3102000000.0,1628000000.0,8700000000.0,-1106000000.0,7594000000.0,30729000000.0,5999000000.0,16349000000.0,6132000000.0,19147000000.0,7372000000.0,25785000000.0,,0.0283885980221059,,0.4670211562393936,0.2886450201757363,0.2585511181506204,0.3193800203642946,0.3280914130557755,0.2863823207753516,0.0417090922804238,0.1169815589998868,0.0613945770637704,0.1952227537505288,0.3669337574163557,0.1995509128185102,2.5972599023331524,0.8629307819974616,2024-01-29,346505936896.0,large_cap,2024-01-29,165.3115692138672,90,0.2203694916095917,2024-04-29,0.1718466153196196,2024-07-30,0.0870071319923952,2025-01-30,0.2904462615163763,0.11372510842358863,0.4712027395091247,0.327601999340226,-0.032502585102078374,0.030380814959270364,26.571165789328575,0.003228496388057667,0.008129992585129244
AVGO,2023-10-31,,35819000000.0,24690000000.0,16451000000.0,14082000000.0,20554000000.0,5253000000.0,1592000000.0,18085000000.0,-452000000.0,17633000000.0,72861000000.0,39229000000.0,23988000000.0,14189000000.0,20847000000.0,7405000000.0,33203000000.0,,0.0787880613197602,,0.6892989754041151,0.459281386973394,0.3931433038331611,0.5738295318127251,0.5048996342723135,0.4922806331835059,0.0126190010888076,0.1466540104413858,0.0444456852508445,0.5384087509092655,1.6353593463398366,0.194740670591949,2.8152599594868333,0.4916073070641358,2024-01-29,2013133668352.0,large_cap,2024-01-29,118.83319854736328,90,0.1039202398864127,2024-04-29,0.1873248755032275,2024-07-30,0.7947952917700996,2025-01-30,0.47973336935833877,0.36702183633922614,1.0807344479330325,0.3325026066742242,-0.028790761815043253,0.2836775428749079,28.330713662941015,0.02891693894718594,0.03878583671379244
DE,2023-10-31,,60248000000.0,22306000000.0,14591000000.0,10166000000.0,17476000000.0,2177000000.0,4309000000.0,8589000000.0,-4468000000.0,4121000000.0,104087000000.0,63692000000.0,21785000000.0,7458000000.0,76369000000.0,37782000000.0,51282000000.0,,0.1748371748371748,,0.3702363563935732,0.2421823131058292,0.1687358916478555,0.2900677200902934,0.1425607489045279,0.0684006108086575,0.0741601380958704,0.0361339795511884,0.0715210463417872,0.6119111896778656,2.923663070920358,0.0716515991430245,2.021306442221164,0.5788234842007167,2024-01-29,151754391552.0,large_cap,2024-01-29,385.364501953125,90,0.0119806386379575,2024-04-29,-0.0580169317680032,2024-07-30,0.2251547876306738,2025-01-30,0.08010194729529774,-0.06219069394693111,-0.04310498539191021,0.22533313686028553,-0.10257495780846049,-0.14553498741124937,25.74552920585443,-0.010873245230844824,0.0119589695509228
