observations,test_years,oos_r2,pearson_corr,spearman_corr,top_quintile_mean_return,top_quintile_median_return,top_quintile_hit_rate,bottom_quintile_mean_return,top_minus_bottom_mean,feature_set,transform,training_mode,test_year
218,1,-6.201805911336468,-0.0025083441785726003,0.039684513848490824,-0.04706934369601337,-0.02209165657002125,0.4090909090909091,-0.04222406590537886,-0.004845277790634511,financial_only,rank,rolling_2y,2022
224,1,-0.1254220290264927,0.05559692968737857,0.03332319915737872,0.38944690949817956,0.3180789625590197,0.8888888888888888,0.3216168895742327,0.06783001992394688,financial_only,rank,rolling_2y,2023
224,1,-0.22147455370247005,-0.02710615590404161,-0.1332965335512896,0.22600622913483517,0.0732560837373275,0.6444444444444445,0.17337350579566888,0.0526327233391663,financial_only,rank,rolling_2y,2024
189,1,-0.04383520582920841,0.14483129332854022,0.12411086408880875,0.3928920320694348,0.20169565193707545,0.7894736842105263,0.16482247528213412,0.22806955678730068,financial_only,rank,rolling_2y,2025
201,1,-0.1606656287785999,-0.03707850557445016,-0.022596432169512463,0.3049418521054235,0.2817430435688119,0.8780487804878049,0.3179143707985654,-0.012972518693141866,financial_only,rank,rolling_3y,2016
204,1,-0.02031054750745165,0.3016871655284952,0.26898398802186557,0.34422269739086186,0.3281537321801298,0.8780487804878049,0.11039799663604381,0.23382470075481804,financial_only,rank,rolling_3y,2017
207,1,-0.115796013654198,-0.009647966656629692,-0.03138564341550067,0.1535935373059607,0.13503184585359404,0.7380952380952381,0.15375523115062048,-0.0001616938446597771,financial_only,rank,rolling_3y,2018
211,1,-0.6062351580477363,0.30276289078666047,0.3318239201798563,0.1174129817354703,0.1641579876252561,0.6744186046511628,-0.1748393818162978,0.2922523635517681,financial_only,rank,rolling_3y,2019
212,1,-0.5544706800208774,-0.04300730322281645,0.041769273082155535,0.8186570370107673,0.6180069740130776,0.9534883720930233,0.7622687561601047,0.05638828085066261,financial_only,rank,rolling_3y,2020
211,1,-0.13894185417471427,-0.1309049383492909,-0.268988729381578,0.11467568563080194,0.0111571181669383,0.5116279069767442,0.275908501293374,-0.16123281566257208,financial_only,rank,rolling_3y,2021
218,1,-1.0462011884128057,-0.07178493038704895,-0.024202677004880643,-0.019386491205207114,-0.019738779123465652,0.45454545454545453,-0.043911443229202755,0.02452495202399564,financial_only,rank,rolling_3y,2022
