gate,events,avg_names_per_trade_date,mean_return,median_return,hit_rate,avg_revenue_growth,avg_operating_margin,avg_fcf_margin
price_only_ungated,463,4.53921568627451,0.3666500506739401,0.2209093468509717,0.7062634989200864,0.14211299324644272,0.13860523999729427,0.16459216385512182
growth_positive,459,4.59,0.33548285993854016,0.205506426906983,0.7298474945533769,0.2243471371023155,0.18375745098144589,0.1864306575154168
growth_and_profit,459,4.59,0.2849215585136662,0.2045527625801606,0.7320261437908496,0.18915175022444833,0.21180625124617927,0.19587360782433788
growth_profit_fcf,459,4.59,0.2702364793076976,0.1987314021598678,0.7276688453159041,0.17815766163460559,0.21315022936678094,0.21881990262315706
growth_profit_low_debt,458,4.626262626262626,0.26178888032649417,0.19449612015493675,0.7358078602620087,0.19920850467643267,0.21011548458929552,0.1857797385209705
growth_profit_fcf_low_debt,458,4.626262626262626,0.2598430523270521,0.2001198194355583,0.7336244541484717,0.18802708302315355,0.21049995932133272,0.20992737199894745
growth30_profit_fcf,160,4.102564102564102,0.20817477455078973,0.1501655254577587,0.69375,3.2343614587734266,0.2493242583904765,0.22569259587268625
