portfolio,expected_return,median_return,p05_return,p95_return,loss_probability
ml_meta_scale_max,0.5503141933018675,0.46477847548149065,-0.28161321843646137,1.6515777414834025,0.1769
ml_meta_scale_growth,0.549859051202954,0.4629519053720915,-0.24034616037841783,1.6287968107736925,0.1625
ml_meta_scale_balanced,0.5318818821457186,0.44828428150336197,-0.22520383831922008,1.5671884931249762,0.1572
base_asset_overlay,0.5220619572726146,0.4461599538402822,-0.230754711610097,1.5250051867866952,0.1616
