feature_set,regression_bucket,observations,test_years,oos_r2,pearson_corr,spearman_corr,top_quintile_mean_return,top_quintile_median_return,top_quintile_hit_rate,bottom_quintile_mean_return,top_minus_bottom_mean
latest_quarter_only,all,4605,10,0.051315998916714345,0.23193346218135996,0.22549263516936305,0.4160483168363768,0.2959590895808621,0.7904451682953312,0.07690051358712918,0.3391478032492476
annual_price,all,4605,10,0.035989860757536074,0.20894553118508993,0.21146872062489638,0.36161971160000866,0.2483463437246316,0.7350705754614549,0.06709093232934701,0.2945287792706617
annual_price_latest_quarter,all,4605,10,0.035453762519213394,0.209727485702949,0.2097979219526572,0.37403915913708935,0.2591433978755768,0.751357220412595,0.06957943402514315,0.3044597251119462
annual_price,large_cap,2101,10,0.05765330868469809,0.2619679272070436,0.24796751671421016,0.4614415057788522,0.3145986796006006,0.7672209026128266,0.10134014732922558,0.3601013584496266
latest_quarter_only,large_cap,2101,10,0.06134576264483771,0.2614140071111102,0.2474526593257694,0.48932689424073894,0.3365464341846855,0.7933491686460807,0.11038033313131339,0.37894656110942554
annual_price_latest_quarter,large_cap,2101,10,0.051093048098942884,0.2559849753706108,0.24192890794153116,0.4614840316232318,0.3141897383895544,0.7624703087885986,0.09466416455203268,0.3668198670711991
latest_quarter_only,mid_cap,2302,10,0.017196382249830555,0.17349321859753306,0.19421660820334827,0.30907176595788666,0.1921622856830864,0.7331887201735358,0.06650383150085012,0.24256793445703653
annual_price_latest_quarter,mid_cap,2302,10,-0.0012705325707180748,0.15429580158668965,0.18136414157519817,0.25605961494134133,0.1381683858455795,0.6984815618221258,0.07130401797258455,0.18475559696875676
annual_price,mid_cap,2302,10,-0.005530357462814273,0.14430299830383472,0.17575990095861918,0.24174916163075563,0.1355810005626094,0.6898047722342733,0.06707270763270057,0.17467645399805506
