symbol,fiscal_period_end,error,total_revenue,gross_profit,operating_income,net_income,ebitda,research_development,selling_general_admin,operating_cash_flow,capital_expenditure,free_cash_flow,total_assets,total_debt,stockholders_equity,cash,current_assets,current_liabilities,prior_q_revenue,prior_y_revenue,prior_y_growth,q_revenue_growth_qoq,q_revenue_growth_yoy,q_revenue_growth_accel,q_gross_margin,q_operating_margin,q_net_margin,q_ebitda_margin,q_cfo_margin,q_fcf_margin,q_capex_to_revenue,q_rd_to_revenue,q_sga_to_revenue,q_debt_to_assets,q_debt_to_equity,q_cash_to_assets,q_current_ratio,q_asset_turnover,q_gross_margin_qoq_delta,q_operating_margin_qoq_delta,q_net_margin_qoq_delta,q_ebitda_margin_qoq_delta,q_cfo_margin_qoq_delta,q_fcf_margin_qoq_delta,q_capex_to_revenue_qoq_delta,q_rd_to_revenue_qoq_delta,q_sga_to_revenue_qoq_delta,q_debt_to_assets_qoq_delta,q_debt_to_equity_qoq_delta,q_cash_to_assets_qoq_delta,q_current_ratio_qoq_delta,q_asset_turnover_qoq_delta,availability_date,current_market_cap,market_cap_bucket,annual_revenue_growth_yoy,annual_revenue_growth_accel,annual_gross_margin,annual_operating_margin,annual_net_margin,annual_fcf_margin,annual_debt_to_assets,annual_asset_turnover,trade_date,trade_close,reporting_lag_days,fwd_1m_return,fwd_1m_return_end_date,fwd_3m_return,fwd_3m_return_end_date,fwd_6m_return,fwd_6m_return_end_date,fwd_12m_return,fwd_12m_return_end_date
HON,2025-06-30,,10352000000.0,4023000000.0,2114000000.0,1570000000.0,2654000000.0,481000000.0,1428000000.0,1319000000.0,-364000000.0,955000000.0,78419000000.0,36512000000.0,16095000000.0,10349000000.0,27967000000.0,21619000000.0,8925000000.0,,,0.15988795518207288,,,0.3886205564142195,0.20421174652241114,0.151661514683153,0.2563755795981453,0.12741499227202474,0.09225270479134466,0.03516228748068006,0.046464451313755796,0.13794435857805254,0.46560144862852115,2.268530599565082,0.13197056835715834,1.2936306027105786,0.13200882439204784,0.0007213967503539309,0.009701942600842506,-0.010691426493317585,0.0014736188138315676,0.06052423596950374,0.046650463894986116,0.013873772074517593,-0.00014619294394728477,-0.008834352906541304,0.029110183239917375,0.38844126783513877,0.003583746053986231,0.04108200953401209,0.013353715242642103,2025-08-14,135120191488.0,large_cap,0.0517434639037839,0.1210210819041223,0.3847394648155082,0.1920672869199527,0.1643287150387418,0.1505314399285652,0.4265785414117772,0.4616867918506303,2025-08-14,201.26112365722656,45,-0.02455426138691963,2025-09-15,-0.014663549218796978,2025-11-12,0.18688955423219777,2026-02-13,,
IBM,2025-06-30,,16977000000.0,9977000000.0,3086000000.0,2194000000.0,4372000000.0,2097000000.0,4671000000.0,1701000000.0,-373000000.0,1328000000.0,148585000000.0,67719000000.0,27509000000.0,11943000000.0,34253000000.0,37726000000.0,14541000000.0,,,0.16752630493088505,,,0.5876774459562938,0.1817753431112682,0.12923366908169878,0.25752488661129763,0.10019438063262061,0.07822347882429169,0.021970901808328915,0.12352005654709312,0.2751369499911645,0.4557593296766161,2.461703442509724,0.08037823468048591,0.9079414727243811,0.11425783221724939,0.03537705396124535,0.06039442020362773,0.0566801995816644,0.06565362603774699,-0.20033515653813794,-0.19514148919716484,-0.005193667340973058,-0.010583512670979914,-0.017896541515609432,-0.003061130688463143,-0.024717688442656982,0.004623259291413578,-0.0986101138989881,0.014434262019469526,2025-08-14,206116847616.0,large_cap,0.0144358228257355,-0.0075367527566203,0.566522716045448,0.1605341577295109,0.0959794750848565,0.1874013991362962,0.4257043921997449,0.4574667395662475,2025-08-14,232.75987243652344,45,0.08067980971212352,2025-09-15,0.3357374002656719,2025-11-12,0.11902025881348632,2026-02-13,,
ICE,2025-06-30,,3262000000.0,1829000000.0,1307000000.0,851000000.0,1728000000.0,,127000000.0,1506000000.0,-167000000.0,1339000000.0,144175000000.0,19666000000.0,28444000000.0,1003000000.0,93969000000.0,93443000000.0,3229000000.0,,,0.010219882316506723,,,0.5606989576946658,0.4006744328632741,0.2608828939301042,0.5297363580625383,0.4616799509503372,0.41048436541998773,0.05119558553034948,0.0,0.03893316983445739,0.1364036760880874,0.6913936155252426,0.0069568233050112714,1.0056291000931048,0.022625281775619906,0.009754392813897783,0.012628598239551592,0.014057251316291902,0.01502592139483927,0.16251612313986957,0.1698525908767855,-0.007336467736915923,0.0,-0.0034948264492217704,-0.007930333851018073,-0.045755165485696137,0.0014763165506191667,0.00644877222425233,2.431586255208229e-05,2025-08-14,87292510208.0,large_cap,0.187619913157629,0.1599113203805431,0.554544681574696,0.3752231953065215,0.2341637615848992,0.3279483037156704,0.1484852396936053,0.0843517801302464,2025-08-14,181.04425048828125,45,-0.05720386052459203,2025-09-15,-0.1543653574959991,2025-11-12,-0.16158808035387695,2026-02-13,,
INTC,2025-06-30,,12859000000.0,3542000000.0,-1286000000.0,-2918000000.0,471000000.0,3684000000.0,1144000000.0,2050000000.0,-3550000000.0,-1500000000.0,192520000000.0,50757000000.0,97883000000.0,9643000000.0,43375000000.0,34966000000.0,12667000000.0,,,0.015157495855372183,,,0.2754491017964072,-0.10000777665448324,-0.22692277782098141,0.036628042616066565,0.15942141690644684,-0.11664981724861964,0.2760712341550665,0.28649195116260984,0.08896492728828058,0.2636453355495533,0.5185476538316153,0.05008830251402452,1.2404907624549562,0.06679306046125078,-0.09338329735098366,-0.08856070947204067,-0.16210869398108246,-0.15181436679421212,0.09523889539385508,0.22834110404292532,-0.13310220864907024,-0.0008689077621553132,-0.003953680116787706,0.0027710208836633776,0.015810976338532123,0.003548004348171062,-0.06907596844577113,0.0009021521269637761,2025-08-14,546677981184.0,large_cap,-0.0207826215239359,0.1191926377776151,0.3266416828308318,-0.0886612304853016,-0.3532136871245362,-0.2948343722340446,0.2545283354963483,0.2702547268239306,2025-08-14,23.860000610351562,45,0.03813913764182009,2025-09-15,0.5880133453647112,2025-11-12,0.9610226202269121,2026-02-13,,
ISRG,2025-06-30,,2440000000.0,1617900000.0,743400000.0,658400000.0,890000000.0,313300000.0,561200000.0,715400000.0,-155300000.0,560100000.0,20163200000.0,,17845700000.0,3403100000.0,8745900000.0,1692600000.0,2253400000.0,,,0.08280820094080066,,,0.6630737704918033,0.304672131147541,0.2698360655737705,0.36475409836065575,0.2931967213114754,0.22954918032786886,0.06364754098360656,0.1284016393442623,0.23,,,0.16877777336930647,5.167139312300603,0.12101253769242977,0.016184625200243885,0.0481264668180833,-0.04009559325289147,0.041819865645647325,0.0350978484970616,0.023194338755134325,0.011903509741927318,-0.0119196529251972,-0.020022188692642245,,,0.034867969202899946,0.18839930839968577,0.003772521875901491,2025-08-14,149145059328.0,large_cap,0.1723726505804241,0.027423918620667,0.6745848349516887,0.2812346595467008,0.2780857508889979,0.1561044527723566,,0.445606940116949,2025-08-14,477.0799865722656,45,-0.09032027657979225,2025-09-15,0.19990363947140644,2025-11-12,0.018361721330136138,2026-02-13,,
ITW,2025-06-30,,4053000000.0,1782000000.0,1068000000.0,755000000.0,1171000000.0,,693000000.0,550000000.0,-101000000.0,449000000.0,16048000000.0,8937000000.0,3210000000.0,788000000.0,6234000000.0,3932000000.0,3839000000.0,,,0.055743683250846665,,,0.4396743153219837,0.26350851221317545,0.18628176659264742,0.28892178633111276,0.13570194917345177,0.11078213668887243,0.024919812484579324,0.0,0.17098445595854922,0.5568918245264207,2.78411214953271,0.04910269192422732,1.5854526958290946,0.2525548354935194,0.002581322355065252,0.015787751598432015,0.0039426157721212385,0.013329184090946078,-0.01850487552047894,-0.018418175892528976,-8.669962794997932e-05,0.0,-0.012917601869010031,0.022692186564176042,0.2345903969871994,-0.007336408153352202,-0.011637251260852466,0.004365024270349016,2025-08-14,71257530368.0,large_cap,-0.0129757248401316,-0.023959907616933,0.4428229966033463,0.2682098377154359,0.2193986664989307,0.1788904264687382,0.536138581004845,1.055153647043207,2025-08-14,257.5697937011719,45,0.005257316695037373,2025-09-15,-0.05919807081643025,2025-11-12,0.15586998508420624,2026-02-13,,
JNJ,2025-06-30,,23743000000.0,16115000000.0,6710000000.0,5537000000.0,8742000000.0,3516000000.0,5889000000.0,3878000000.0,-1398000000.0,2480000000.0,193389000000.0,50761000000.0,78473000000.0,18577000000.0,54498000000.0,54180000000.0,21893000000.0,,,0.08450189558306298,,,0.6787263614539022,0.28260961125384326,0.23320557638040687,0.3681927304889862,0.16333235058754159,0.10445183843659184,0.058880512150949756,0.1480857515899423,0.24803099861011665,0.26248132003371444,0.6468594293578683,0.09606027230090647,1.0058693244739756,0.12277327045488627,0.0147698456726022,-0.0005402539998908273,-0.2691924503861396,-0.34468353132986,-0.027322196527974796,-0.04925025812395262,0.02192806159597785,0.0007783930735215383,0.014531706598971544,-0.0073164297584588645,-0.02210317418333696,-0.10259621214952752,-0.25155119816982174,0.009731049368611092,2025-08-14,545740161024.0,large_cap,0.0430019140666282,-0.0216186635055681,0.6907150336069173,0.2392339649407234,0.1583634500850024,0.2033190349129147,0.2034046995069515,0.4931650601874472,2025-08-14,171.44117736816406,45,0.022791458091708572,2025-09-15,0.12074653273011804,2025-11-12,0.4125114624813393,2026-02-13,,
JPM,2025-06-30,,44882000000.0,,,14987000000.0,,,14989000000.0,29547000000.0,,29547000000.0,4552482000000.0,485095000000.0,356924000000.0,420327000000.0,,,45327000000.0,,,-0.009817548039799728,,,,,0.3339200570384564,,0.6583262777951072,0.6583262777951072,,0.0,0.3339646183325164,0.10655615991452574,1.3590988557788213,0.09232919537078894,,0.009858797904088364,,,0.010867571764778483,,6.214374549244796,6.214374549244796,,0.0,-0.013091220350829047,-0.001800793596558603,0.015396163843245603,-0.005403038094474705,,-0.0005424177395675998,2025-08-14,797985275904.0,large_cap,0.0934934689452218,-0.1196564523713361,,,0.3450858421024675,-0.2479476389733178,0.1134979042243781,0.0423299708654961,2025-08-14,289.9384460449219,45,0.05010860775249992,2025-09-15,0.09453268879155563,2025-11-12,0.038184121743412014,2026-02-13,,
KKR,2025-06-30,,5002879000.0,1052777000.0,327265000.0,510123000.0,2306989000.0,,725512000.0,438756000.0,-67361000.0,371395000.0,380867573000.0,52484127000.0,28219229000.0,17824220000.0,148241080000.0,54878888000.0,3054695000.0,,,0.6377671093186064,,,0.2104342319692321,0.06541533385076873,0.1019658880416656,0.4611322800331569,0.08770070193582535,0.0742362547645066,0.013464447171318755,0.0,0.14501889811846339,0.13780151086792575,1.8598710475045226,0.04679899593342382,2.7012405936505126,0.013135481607408989,0.23815320227559658,0.29676052543290704,0.16283088438336257,-0.028323132045626698,-0.746990159181242,-0.753630357123096,0.006640197941853948,0.0,-0.05860732315731046,0.0014025693541364348,0.010897766228488592,-0.0015044656832357978,-1.4057656841008188,0.004932159496329263,2025-08-14,90418855936.0,large_cap,0.5108904849377254,-1.0628248559321598,0.1775334967815585,0.0427996614462801,0.1421536071978339,0.3007511729973279,0.1411178092707294,0.0600953162903118,2025-08-14,145.28439331054688,45,-0.009653664949894725,2025-09-15,-0.157401129124648,2025-11-12,-0.30242928582246353,2026-02-13,,
KLAC,2025-06-30,,3174741000.0,1967455000.0,1351760000.0,1202849000.0,1498176000.0,352989000.0,262706000.0,1164991000.0,-102508000.0,1062483000.0,16067926000.0,6088282000.0,4692453000.0,2078908000.0,10698789000.0,4085795000.0,3063029000.0,,,0.036471087932892665,,,0.6197214197945596,0.4257859145045218,0.3788809858819979,0.4719049522464982,0.3669562335951185,0.3346676154054772,0.032288618189641294,0.1111867078290796,0.08274879746095823,0.37890901414407807,1.297462542512413,0.12938247288417934,2.618532990519593,0.1975825006911284,0.003553567645592115,0.0012414521438977033,0.02354122253010016,0.0036060886053116414,0.016923961618588057,0.011450303391780936,0.0054736582268071175,0.0008243834762902552,0.0014877320254040732,-0.022002884726546545,-0.22302930477151728,0.007050075994914459,0.07500368346567976,-0.004087705211346437,2025-08-14,235693834240.0,large_cap,-0.0651491379238068,-0.2045531012611613,0.5996765063089016,0.3705251202909996,0.2814743656575298,0.3089191497115798,0.4418708547331187,0.6357731583225807,2025-08-14,950.5032348632812,45,0.037316144658928296,2025-09-15,0.2576583449158465,2025-11-12,0.5383745439636243,2026-02-13,,
KMB,2025-06-30,,4163000000.0,1456000000.0,592000000.0,509000000.0,802000000.0,,863000000.0,770000000.0,-197000000.0,573000000.0,16771000000.0,7241000000.0,1271000000.0,634000000.0,5557000000.0,7171000000.0,4054000000.0,,,0.026887025160335476,,,0.3497477780446793,0.14220514052366082,0.12226759548402594,0.19264953158779727,0.18496276723516694,0.13764112418928656,0.04732164304588037,0.0,0.2073024261349988,0.4317571999284479,5.697088906372935,0.03780335102259853,0.7749267884534933,0.24822610458529604,-0.02247718495482731,-0.013443601459565635,-0.01759426934083838,-0.014306561160106035,0.10430169175416053,0.10730071965055937,-0.0029990278963988592,0.0,-0.0036003859024950347,-0.012707688142695905,-0.8851090954435952,0.003274065527351676,0.011886765335446747,-0.0004092833325205769,2025-08-14,31836399616.0,mid_cap,-0.0198880205295696,0.1302482867814588,0.3742338589705445,0.1664385599523951,0.1514430229098482,0.1495388277298423,0.4553366372537169,1.0156533301099964,2025-08-14,128.9105987548828,45,-0.050108927433200945,2025-09-15,-0.2117425607682506,2025-11-12,-0.16162753742327585,2026-02-13,,
KO,2025-06-30,,12535000000.0,7821000000.0,4319000000.0,3810000000.0,5520000000.0,,3470000000.0,3811000000.0,-442000000.0,3369000000.0,104333000000.0,49446000000.0,28585000000.0,9590000000.0,26609000000.0,21944000000.0,11129000000.0,,,0.12633659807709585,,,0.623932987634623,0.34455524531312326,0.3039489429597128,0.44036697247706424,0.30402871958516153,0.26876745113681694,0.03526126844834464,0.0,0.27682489030714,0.4739248368205649,1.7297883505334966,0.09191722657260885,1.2125865840320817,0.1201441538151879,-0.001999261444359801,0.010473117538839838,0.004730684356064663,0.017058499119170456,0.7714561614038336,0.7639601908259175,0.007495970577916029,0.0,-0.01376725633676329,-0.008899890852564207,-0.14453422026262586,0.009167216741313877,0.11304021306433976,0.010731672003083614,2025-08-14,347726643200.0,large_cap,0.0285658084539057,-0.0353817313098372,0.6106330082233696,0.2979537196404666,0.225898302203523,0.10074159070143,0.4427890879073884,0.4680404578862047,2025-08-14,68.07120513916016,45,-0.040722111033016484,2025-09-15,0.03606643586484948,2025-11-12,0.14795518025820686,2026-02-13,,
LIN,2025-06-30,,8495000000.0,4189000000.0,2339000000.0,1766000000.0,3355000000.0,38000000.0,870000000.0,2211000000.0,-1257000000.0,954000000.0,86078000000.0,25920000000.0,38515000000.0,4786000000.0,13627000000.0,14714000000.0,8112000000.0,,,0.047214003944773264,,,0.49311359623307827,0.2753384343731607,0.20788699234844027,0.39493819894055326,0.2602707474985285,0.11230135373749264,0.1479693937610359,0.004473219540906416,0.10241318422601531,0.30112223797021304,0.6729845514734519,0.055600734217802456,0.9261247791219247,0.09868956063105555,0.00556428656838398,0.0015465211581705551,0.001649319764613827,0.006624589473097631,-0.00612471601231962,0.0024640756309837614,-0.00858879164330334,-0.0002111986050501915,0.005519693101754958,0.012176116863616027,0.04464525824669552,-0.008410679982236241,-0.012570422811109427,0.0006048247053445782,2025-08-14,233998581760.0,large_cap,0.0045960918000851,0.0198820287381021,0.480593849416755,0.2604150886229359,0.198909256173307,0.1492501136191486,0.2820941519957078,0.41180580682995,2025-08-14,472.7763671875,45,0.001299256593882081,2025-09-15,-0.09903442668495399,2025-11-12,0.01398843888846435,2026-02-13,,
LLY,2025-06-30,,15557700000.0,13109900000.0,7020800000.0,5660500000.0,7503700000.0,3336100000.0,2753000000.0,3086500000.0,-1803400000.0,1283100000.0,100922600000.0,39903800000.0,18272900000.0,3375900000.0,49854000000.0,39019900000.0,12729000000.0,,,0.22222484091444739,,,0.8426631185843666,0.4512749313844591,0.36383912789165496,0.48231422382485845,0.1983905075943102,0.08247363042094912,0.1159168771733611,0.2144340101685982,0.17695417703130925,0.39539013065458084,2.1837694071548577,0.03345038673201047,1.2776557602659155,0.15415476810942247,0.017460824609977443,0.03474574605961034,0.14708997241989755,0.02941140349333199,0.06750827018367309,0.2082494179926358,-0.1407411478089627,-0.00035112613433210815,-0.016933795315300842,-0.03549047183700649,-0.2593887680202158,-0.0011546197117498214,-0.0946025467105811,0.011754377903938101,2025-08-14,896128712704.0,large_cap,0.3199800726761224,0.1243835006789533,0.8131119152809537,0.3783051750549475,0.2351086739337965,0.0091912172812645,0.4274153592072667,0.572228927142222,2025-08-14,679.622314453125,45,0.09555900296472397,2025-09-15,0.49031390582358303,2025-11-12,0.5276319603927533,2026-02-13,,
LMT,2025-06-30,,18155000000.0,734000000.0,748000000.0,342000000.0,1090000000.0,,99000000.0,201000000.0,-351000000.0,-150000000.0,58870000000.0,21638000000.0,5334000000.0,1293000000.0,23988000000.0,24354000000.0,17963000000.0,,,0.010688637755386088,,,0.040429633709721836,0.041200771137427705,0.01883778573395759,0.06003855687138529,0.011071330212062793,-0.008262186725419994,0.019333516937482788,0.0,0.005453043238777196,0.3675556310514693,4.056617922759655,0.021963648717513166,0.9849716678984972,0.30839137081705453,-0.08889174913278777,-0.09084844113223772,-0.07646923425156822,-0.09032608155204064,-0.06736768331574437,-0.06142702556080384,-0.005940657754940525,0.0,0.005453043238777196,0.009264501862671193,1.018461406225164,-0.009852688256846712,-0.09120712098147643,-0.008589694668484305,2025-08-14,118973136896.0,large_cap,0.0513829897441209,0.0273317045840821,0.0975465563109665,0.0987148628295539,0.0751094407612291,0.074419717635798,0.3644569106568135,1.277361238470252,2025-08-14,428.6223449707031,45,0.09005448662974702,2025-09-15,0.05271740024294602,2025-11-12,0.514524107594273,2026-02-13,,
LRCX,2025-06-30,,5171393000.0,2589709000.0,1741128000.0,1720088000.0,1920194000.0,580178000.0,268403000.0,2554188000.0,-172191000.0,2381997000.0,21345260000.0,4484505000.0,9861619000.0,6390659000.0,14516995000.0,6568425000.0,4720175000.0,,,0.09559348964815917,,,0.5007759031270684,0.33668452581345104,0.33261598954092253,0.3713107860880038,0.49390715422324316,0.46061032298260834,0.033296831240634775,0.11218988771497351,0.05190148959864392,0.21009371635669932,0.45474328302482586,0.2993947602418523,2.210118102893768,0.2422736007900583,0.010606364921387501,0.005815649129853495,0.050705467155629624,0.015550459405200723,0.21665832340658914,0.24438846680142862,-0.02773014339483955,0.000773679629468213,0.004017036162065828,-0.014479119301400944,-0.01674136570946949,0.026426341782803953,-0.24174019183039963,0.005890301452257551,2025-08-14,356062593024.0,large_cap,-0.1447702145151084,-0.15646560801831,0.4731706377815375,0.2872854148158256,0.2568046208263241,0.2855074668982071,0.2658525639849242,0.7951775027090284,2025-08-14,106.86419677734375,45,0.1101695278271344,2025-09-15,0.5062279287414264,2025-11-12,1.2013746935082872,2026-02-13,,
MA,2025-06-30,,8133000000.0,6281000000.0,4914000000.0,3701000000.0,5148000000.0,,1086000000.0,4603000000.0,-209000000.0,4394000000.0,51431000000.0,18970000000.0,7853000000.0,9031000000.0,22140000000.0,19029000000.0,7250000000.0,,,0.12179310344827576,,,0.7722857494159596,0.6042050903725562,0.4550596335915406,0.632976761342678,0.5659658182712406,0.5402680437722858,0.025697774498954874,0.0,0.13353006270748802,0.36884369349225177,2.415637336049917,0.17559448581594758,1.1634873088443953,0.15813419921837024,0.005113335622856208,0.01096371106221139,0.0026458404880923547,0.013942278584057277,0.23768995620227507,0.26123356101366507,-0.023543604811389954,0.0,-0.0024699372925119922,-0.019066353959780402,-0.4028306597528113,0.019312249381039398,0.0526504230467737,0.008557141244365712,2025-08-14,436667154432.0,large_cap,0.1222806598135308,-0.0063787816578906,0.7630915610466148,0.5796499449710655,0.4570596797671033,0.4823374871303298,0.3790686549780578,0.5858239221314032,2025-08-14,581.1173706054688,45,-0.0013705454254042682,2025-09-15,-0.037325595232531095,2025-11-12,-0.10952463426477,2026-02-13,,
MCD,2025-06-30,,6843000000.0,3962000000.0,3261000000.0,2253000000.0,3795000000.0,,595000000.0,1998000000.0,-744000000.0,1254000000.0,59555000000.0,55867000000.0,-2760000000.0,1876000000.0,5601000000.0,4298000000.0,5955000000.0,,,0.14911838790931986,,,0.578985824930586,0.47654537483559845,0.3292415607189829,0.5545813239807103,0.2919772029811486,0.1832529592284086,0.10872424375274002,0.0,0.08695016805494667,0.9380740491982201,20.241666666666667,0.031500293846024686,1.30316426244765,0.11490219125178407,0.01878431359557342,0.030869472232743722,0.015555582549377556,0.012851685021852188,-0.11574739819433422,-0.13194435395379125,0.016196955759457066,0.0,-0.009607346638588171,0.0013806940880637386,4.965754680563599,0.009522271868002707,0.12177703689874786,0.009183999911621804,2025-08-14,196376723456.0,large_cap,0.0166699352814276,-0.0831057527523917,0.5675154320987654,0.4572145061728395,0.3172453703703703,0.2574074074074074,0.9413939328041752,0.4697183864303577,2025-08-14,303.6770324707031,45,-0.01671820477547281,2025-09-15,-0.0008656513000999677,2025-11-12,0.07271933191094782,2026-02-13,,
MDLZ,2025-06-30,,8984000000.0,2937000000.0,1174000000.0,641000000.0,1345000000.0,,1725000000.0,308000000.0,-305000000.0,3000000.0,71020000000.0,21505000000.0,26193000000.0,1504000000.0,12750000000.0,19883000000.0,9313000000.0,,,-0.03532696231074839,,,0.32691451469278715,0.13067675868210152,0.07134906500445236,0.1497105966162066,0.03428317008014248,0.00033392698130008905,0.03394924309884239,0.0,0.1920080142475512,0.30280202759785974,0.8210208834421411,0.021177133201914954,0.6412513202233063,0.12649957758377922,0.06598892680488849,0.05744579121726741,0.028183597378553076,0.04168955076631933,-0.08297227929170332,-0.08717815290702804,0.0042058736153247275,0.0,0.008286334874631623,0.010391216159671535,0.03936488189085152,-0.0014700152304845393,0.03514743030281875,-0.008614383563521538,2025-08-14,77583794176.0,large_cap,0.011800310972901,-0.1317099760476729,0.3912351472242803,0.1828983836887023,0.1265333004033917,0.096676820065311,0.2682161262537045,0.5320087011109975,2025-08-14,59.89458465576172,45,0.0022779432094988117,2025-09-15,-0.06493985162479399,2025-11-12,0.03603272299876825,2026-02-13,,
META,2025-06-30,,47516000000.0,39025000000.0,20441000000.0,18337000000.0,25117000000.0,12942000000.0,5642000000.0,25561000000.0,-16538000000.0,9023000000.0,294744000000.0,49560000000.0,195070000000.0,12005000000.0,73613000000.0,37305000000.0,42314000000.0,,,0.12293803469300935,,,0.821302298173247,0.43019193534809325,0.38591211381429413,0.5286008923310043,0.5379451132250189,0.1898939304655274,0.34805118275949154,0.2723714117349945,0.1187389510901591,0.16814591645631463,0.25406264417901264,0.04073026083652254,1.9732743600053613,0.16121108487365307,0.00025016412777734143,0.015317425729527268,-0.007432878386868624,-0.003657934534808449,-0.029857505293674702,-0.07207610309310566,0.042218597799431046,-0.014767596631030888,-0.0002996649707190935,-0.008573222198922648,-0.013565673544155055,-0.061870260909435,-0.689074415444624,0.010204529146402741,2025-08-14,1559175626752.0,large_cap,0.2194111280781605,0.062536444305896,0.8166515705071702,0.4217603540404009,0.3790858414234564,0.3287031689776962,0.1777188521086454,0.5959015265129286,2025-08-14,780.2974243164062,45,-0.02228521917309645,2025-09-15,-0.22081869667179344,2025-11-12,-0.18079606908204404,2026-02-13,,
MMM,2025-06-30,,6344000000.0,2698000000.0,1143000000.0,723000000.0,1450000000.0,288000000.0,1267000000.0,-954000000.0,-208000000.0,-1162000000.0,37989000000.0,13726000000.0,4290000000.0,3712000000.0,13427000000.0,7808000000.0,5954000000.0,,,0.06550218340611358,,,0.42528373266078184,0.1801702395964691,0.11396595208070617,0.228562421185372,-0.15037831021437578,-0.18316519546027743,0.03278688524590164,0.04539722572509458,0.19971626733921816,0.361315117534023,3.1995337995337993,0.09771249572244597,1.7196465163934427,0.1669957092842665,0.00942884519017384,-0.02910083867024235,-0.07347106505063411,-0.09558940951667705,-0.13710991921672713,-0.1302595857861088,-0.006850333430618347,-0.002469754456296082,0.04099943831671227,0.009208787279461172,0.04832412211444437,-0.06063147564247606,0.06299642645587,0.01796314439227381,2025-08-14,76263563264.0,large_cap,-0.00142218610321,0.0578645384103788,0.4121261444557477,0.1962156663275686,0.1698067141403865,0.0259613428280773,0.3271796929868566,0.6164091501956457,2025-08-14,154.5688018798828,45,0.004684682977122767,2025-09-15,0.09716232892960308,2025-11-12,0.11160858617343772,2026-02-13,,
MRK,2025-06-30,,15806000000.0,12249000000.0,5552000000.0,4427000000.0,6423000000.0,4048000000.0,2649000000.0,3293000000.0,-764000000.0,2529000000.0,117523000000.0,35402000000.0,48993000000.0,8007000000.0,37065000000.0,26037000000.0,15529000000.0,,,0.01783759417863351,,,0.7749588763760598,0.35125901556371,0.2800835125901556,0.4063646716436796,0.20833860559281286,0.16000253068455017,0.04833607490826269,0.2561052764772871,0.16759458433506264,0.3012346519404712,0.7225930234931521,0.06813134450277818,1.423551100357184,0.13449282268151766,-0.004872407029182013,-0.03105793981010674,-0.046981977782695195,-0.06468948509532485,0.047349488457131245,0.08453083257134263,-0.03718134411421139,0.022928639217965813,0.003256893562958829,-0.0014355587924903546,0.001707536785797159,-0.006823920346685872,0.013246818161267493,-0.0003988574491263497,2025-08-14,275089031168.0,large_cap,0.0674207768443815,0.0533863993668584,0.7632308939035033,0.3151259194614138,0.2667528986410672,0.2820097244732577,0.3169009273649514,0.5479480129113794,2025-08-14,80.65857696533203,45,-0.011354339793650858,2025-09-15,0.11591757573556238,2025-11-12,0.4941667586542329,2026-02-13,,
MRNA,2025-06-30,,137000000.0,18000000.0,-907000000.0,-825000000.0,-760000000.0,700000000.0,230000000.0,-919000000.0,-3000000.0,-922000000.0,12010000000.0,741000000.0,9399000000.0,1279000000.0,6171000000.0,1572000000.0,107000000.0,,,0.28037383177570097,,,0.13138686131386862,-6.62043795620438,-6.021897810218978,-5.547445255474453,-6.708029197080292,-6.7299270072992705,0.021897810218978103,5.109489051094891,1.6788321167883211,0.06169858451290591,0.07883817427385892,0.10649458784346379,3.9255725190839694,0.011407160699417152,-0.027491643359028567,3.1926461559451527,3.052868544921208,3.0880687632171364,2.983559587966437,4.1485776655979265,-1.1650180776314891,-2.890510948905109,-0.30247629442663215,0.0030556374096313565,0.004826650331876001,-0.021260449939911538,-0.2926319696940851,0.002984616618812618,2025-08-14,19458398208.0,mid_cap,-0.5263547527391176,0.115817432691346,0.5423569865582994,-1.23319787433573,-1.1131603626133166,-1.267583619881213,0.0528213831141281,0.226205628623957,2025-08-14,26.690000534057617,45,-0.10528292682891971,2025-09-15,0.0007492899968106759,2025-11-12,0.5822404907167007,2026-02-13,,
MS,2025-06-30,,15604000000.0,,,3539000000.0,,,7487000000.0,11829000000.0,-763000000.0,11066000000.0,1353870000000.0,352338000000.0,108184000000.0,78156000000.0,,,16517000000.0,,,-0.055276381909547756,,,,,0.22680082030248655,,0.758074852601897,0.7091771340681876,0.048897718533709306,0.0,0.4798128684952576,0.2602450752287886,3.256840198180877,0.057727846839061354,,0.011525478812589097,,,-0.03444516867856329,,2.209670178629626,2.203940105552113,0.005730073077512658,0.0,0.01005443778750198,0.008258604455979923,0.1892354346711591,0.010942345691630308,,-0.0011770135429976306,2025-08-14,303643099136.0,large_cap,0.1372490970454141,0.1281473244901463,,,0.2323805557001787,-0.0364450460769511,0.2554756059522448,0.0474219202005479,2025-08-14,146.0173797607422,45,0.05474389969271831,2025-09-15,0.15113097536469122,2025-11-12,0.16585541719199592,2026-02-13,,
