observations,test_years,oos_r2,pearson_corr,spearman_corr,top_quintile_mean_return,top_quintile_median_return,top_quintile_hit_rate,bottom_quintile_mean_return,top_minus_bottom_mean,training_mode,feature_set
2101,10,0.06208183787104404,0.25893102272803475,0.25454506507933555,0.5020334855261553,0.3411764908089669,0.7957244655581948,0.10144936667324563,0.40058411885290973,expanding,price_only
2101,10,0.05760878252664969,0.26150957486096427,0.247194748651053,0.46144150577885223,0.3145986796006006,0.7672209026128266,0.09679953794935145,0.36464196782950076,expanding,financial_plus_price
2101,10,0.06195229204636932,0.2686983365525348,0.23895891177731954,0.5209842614583459,0.3654303446704998,0.8076009501187649,0.12132095706238785,0.399663304395958,rolling_5y,price_only
2101,10,0.05494401608986743,0.27318675316871566,0.23434692645566355,0.48288944217166374,0.3411764908089669,0.7743467933491687,0.09467178399280018,0.38821765817886356,rolling_5y,financial_plus_price
2101,10,0.006403045038720356,0.17153805832640417,0.11801635886448616,0.34759812130600576,0.2128689790638596,0.7505938242280285,0.14362301587681175,0.203975105429194,expanding,financial_only
2101,10,0.007870898971808038,0.15896526992288232,0.08962917614145167,0.33808870593221285,0.2022049598575765,0.7292161520190024,0.14796855252840038,0.19012015340381247,rolling_5y,financial_only
2101,10,-0.051549938501745496,0.13313751366273566,0.085866291642278,0.3014456493431939,0.1871625504352356,0.7505938242280285,0.16170199328325455,0.13974365605993935,rolling_3y,financial_only
2101,10,-0.039343545956176174,0.16428871203900466,0.06248007884036398,0.3255083795031988,0.215074743590345,0.7173396674584323,0.20154332148430842,0.12396505801889035,rolling_3y,financial_plus_price
2101,10,-0.03482405930314836,0.1290660572153538,0.03210845376322284,0.30181910128205486,0.206936326448067,0.7078384798099763,0.20757124223256948,0.09424785904948538,rolling_3y,price_only
