observations,test_years,oos_r2,pearson_corr,spearman_corr,top_quintile_mean_return,top_quintile_median_return,top_quintile_hit_rate,bottom_quintile_mean_return,top_minus_bottom_mean,training_mode,feature_set,test_year
224,1,-0.002750953151139379,0.10825284002253348,-0.13089102362028643,0.22496997076798012,0.0535006372940933,0.5555555555555556,0.19557179818680454,0.02939817258117558,rolling_5y,financial_only,2024
224,1,-0.07440061204234727,0.189800172162993,-0.06342408712363871,0.36133585460508977,0.1177785948091811,0.5777777777777777,0.22412935964802297,0.1372064949570668,rolling_5y,financial_plus_price,2024
224,1,-0.055347435687010726,0.1897824586918164,0.023862908392056376,0.3886598262804248,0.167187828040074,0.6666666666666666,0.17405658643428965,0.21460323984613514,rolling_5y,price_only,2024
189,1,-0.04099031482314097,0.06947304770550967,0.058421789590022304,0.35271825569868903,0.2199632998903746,0.8157894736842105,0.3213810189661735,0.03133723673251554,expanding,financial_only,2025
189,1,0.13391472042368513,0.4281474250992743,0.36980216498693547,0.7128680417903964,0.46830367302816434,0.9210526315789473,0.10165287632216265,0.6112151654682337,expanding,financial_plus_price,2025
189,1,0.16232727188169316,0.46131835819117906,0.40520094562647757,0.7175166117253424,0.46742519535370897,0.9210526315789473,0.11250579454082094,0.6050108171845214,expanding,price_only,2025
189,1,-0.06495119648336467,0.10448717596737876,0.09946946242800464,0.4182247432711207,0.21141917501393065,0.8157894736842105,0.2464835668989206,0.1717411763722001,rolling_3y,financial_only,2025
189,1,-0.06635291487348671,0.27346913239077186,0.212979256652269,0.4602976202710033,0.3579899321608536,0.8157894736842105,0.1626395985686535,0.2976580217023498,rolling_3y,financial_plus_price,2025
189,1,-0.06921546034479875,0.23026250380985963,0.1590145576707727,0.5051716123455658,0.3579899321608536,0.8157894736842105,0.19149080048442602,0.31368081186113983,rolling_3y,price_only,2025
189,1,-0.0017907816589397552,0.11994538775932306,0.14717385092779983,0.43436355762813256,0.3024652843788001,0.868421052631579,0.20331690052331475,0.2310466571048178,rolling_5y,financial_only,2025
189,1,0.1321127912320449,0.45147305225673323,0.35726372669261813,0.7258106061280545,0.46830367302816434,0.9473684210526315,0.14842489986958268,0.5773857062584717,rolling_5y,financial_plus_price,2025
189,1,0.16864320631087826,0.4823097055848151,0.40082120194102283,0.7611299581227723,0.48366491570356585,0.9473684210526315,0.04979856678947732,0.7113313913332949,rolling_5y,price_only,2025
