observations,total_return,annual_return,annual_std,sharpe,average_daily_return,average_daily_turnover,max_drawdown,hit_rate,strategy,regime,avg_gross_exposure,avg_active_positions,avg_daily_turnover
354,-0.2545454373954341,-0.18870055851302414,0.3153078974227042,-0.5984644217777099,-0.0006308581938498999,0.0996851386519612,-0.3736798803637069,0.480225988700565,ath_dip_recovery,bear_high_vol,1.0,35.016949152542374,0.0996851386519612
154,-0.29642138897550974,-0.4374670872967612,0.20521636722416883,-2.1317358513558156,-0.0021972196618666178,0.059493908499276035,-0.29745487547595395,0.4025974025974026,ath_dip_recovery,bear_normal_vol,1.0,33.77272727272727,0.059493908499276035
512,1.0076457040518685,0.4092199869738027,0.16108433736987418,2.5404082957747236,0.001413609569521654,0.06357580370453295,-0.09826540297428743,0.5546875,ath_dip_recovery,bull_high_vol,1.0,21.833984375,0.06357580370453295
2330,5.81527170202535,0.23067948565141494,0.11582815861121754,1.991566544934044,0.0008506524312465782,0.052817201220454024,-0.08503086674372995,0.5755364806866953,ath_dip_recovery,bull_normal_vol,1.0,18.109012875536482,0.052817201220454024
354,0.1483795079473158,0.10350087528450924,0.2801511408669189,0.36944656003980225,0.0005372590393475836,0.1646421845574388,-0.19469645657784007,0.3644067796610169,exponential_reversion_short,bear_high_vol,0.751412429378531,1.8954802259887005,0.1646421845574388
154,0.39530772018526306,0.7247760883273542,0.20556592652619063,3.525759840529857,0.0022481675917454032,0.15858256101762594,-0.07692964180892303,0.4025974025974026,exponential_reversion_short,bear_normal_vol,0.7402597402597403,3.6623376623376624,0.15858256101762594
512,-0.14122841068993774,-0.07219776396555777,0.203861338817371,-0.35415132846859243,-0.00021581521375315933,0.1448760278350122,-0.1763649833450256,0.37109375,exponential_reversion_short,bull_high_vol,0.8125,2.6015625,0.1448760278350122
2330,-0.878896317847965,-0.20413512923638166,0.17025689630918883,-1.1989830289497907,-0.0008481106695508674,0.15358878365316134,-0.8763852341992796,0.35278969957081546,exponential_reversion_short,bull_normal_vol,0.7858369098712447,2.1759656652360513,0.15358878365316134
