rows,symbols,start,end,missing_values,duplicate_symbol_dates
192155,48,2010-01-04,2026-04-30,"{'date': 0, 'symbol': 0, 'open': 0, 'high': 0, 'low': 0, 'close': 0, 'volume': 0}",0
