symbol,fiscal_period_end,total_revenue,error,prior_revenue,revenue_growth_yoy,availability_date,trade_date,trade_close,reporting_lag_days,fwd_3m_return,fwd_3m_return_end_date,fwd_6m_return,fwd_6m_return_end_date,fwd_12m_return,fwd_12m_return_end_date
PANW,2023-07-31,6892700000.0,,5501500000.0,0.2528764882304826,2023-10-29,2023-10-30,119.2750015258789,90,0.4190316723331964,2024-01-31,0.20452732199524193,2024-05-01,0.5070635303560347,2024-10-30
ZS,2023-07-31,1616952000.0,,1090946000.0,0.4821558537269488,2023-10-29,2023-10-30,156.80999755859375,90,0.5029016123852987,2024-01-31,0.09884573841797462,2024-05-01,0.1911230258740646,2024-10-30
ACN,2023-08-31,64111745000.0,,61594305000.0,0.04087131107332076,2023-11-29,2023-11-29,320.7283935546875,90,0.1471206212056222,2024-03-01,-0.14676342492807548,2024-05-31,0.1045636439272637,2024-11-29
AZO,2023-08-31,17457209000.0,,16252230000.0,0.07414237923041944,2023-11-29,2023-11-29,2596.510009765625,90,0.1692579573411388,2024-03-01,0.06679347700888694,2024-05-31,0.22069240139328405,2024-11-29
COST,2023-08-31,242290000000.0,,226954000000.0,0.06757316460604357,2023-11-29,2023-11-29,566.8870849609375,90,0.3057689818923117,2024-03-01,0.41335738906131203,2024-05-31,0.7007213057708122,2024-11-29
MU,2023-08-31,15540000000.0,,30758000000.0,-0.4947655894401457,2023-11-29,2023-11-29,75.98062896728516,90,0.2423708443464776,2024-03-01,0.6336968026594816,2024-05-31,0.2827270752800526,2024-11-29
AAPL,2023-09-30,383285000000.0,,394328000000.0,-0.02800460530319937,2023-12-29,2023-12-29,190.3750762939453,90,-0.12192671279688305,2024-04-02,0.14709514852055738,2024-07-02,0.3070525593838169,2024-12-31
APD,2023-09-30,12600000000.0,,12698600000.0,-0.007764635471626757,2023-12-29,2023-12-29,258.1553039550781,90,-0.11760764835298898,2024-04-02,-0.07017119637205882,2024-07-02,0.08087801813710538,2024-12-31
EMR,2023-09-30,15165000000.0,,13804000000.0,0.09859461025789629,2023-12-29,2023-12-29,93.19213104248047,90,0.16955223215882853,2024-04-02,0.13343333159501625,2024-07-02,0.2973121551183602,2024-12-31
QCOM,2023-09-30,35820000000.0,,44200000000.0,-0.18959276018099547,2023-12-29,2023-12-29,137.84263610839844,90,0.18861059006570424,2024-04-02,0.39667521064286815,2024-07-02,0.0831044577194946,2024-12-31
SBUX,2023-09-30,35975600000.0,,32250300000.0,0.11551210376337595,2023-12-29,2023-12-29,90.0376968383789,90,-0.06429268136438826,2024-04-02,-0.18884861407791487,2024-07-02,-0.024788201353040495,2024-12-31
V,2023-09-30,32653000000.0,,29310000000.0,0.11405663596042315,2023-12-29,2023-12-29,255.4952392578125,90,0.07147768030551105,2024-04-02,0.03409838524961817,2024-07-02,0.22318320873647934,2024-12-31
AMAT,2023-10-31,26517000000.0,,25785000000.0,0.028388598022105915,2024-01-29,2024-01-29,165.31153869628906,90,0.2203696245944542,2024-04-29,0.1718468316500763,2024-07-30,0.08700742496416547,2025-01-30
AVGO,2023-10-31,35819000000.0,,33203000000.0,0.07878806131976024,2024-01-29,2024-01-29,118.83320617675781,90,0.10392004060682702,2024-04-29,0.18732492767904074,2024-07-30,0.7947953049447647,2025-01-30
DE,2023-10-31,60248000000.0,,51282000000.0,0.17483717483717487,2024-01-29,2024-01-29,385.3644104003906,90,0.011980720675731416,2024-04-29,-0.05801662878542202,2024-07-30,0.2251550786961376,2025-01-30
SNPS,2023-10-31,5318014000.0,,4615714000.0,0.15215414126611826,2024-01-29,2024-01-29,539.9000244140625,90,0.009001639436554854,2024-04-29,-0.025949266775510238,2024-07-30,-0.025078789498471643,2025-01-30
