symbol,fiscal_period_end,total_revenue,error,prior_revenue,revenue_growth_yoy,availability_date,trade_date,trade_close,reporting_lag_days,fwd_3m_return,fwd_3m_return_end_date,fwd_6m_return,fwd_6m_return_end_date,fwd_12m_return,fwd_12m_return_end_date
UNH,2023-12-31,371622000000.0,,324162000000.0,0.14640827734281014,2024-03-30,2024-04-01,468.7732849121094,90,0.014393425639077861,2024-07-01,0.20327225932722226,2024-09-30,0.08549549263926548,2025-04-02
UNP,2023-12-31,24119000000.0,,24875000000.0,-0.030391959798995005,2024-03-30,2024-04-01,232.46841430664062,90,-0.07052021489919624,2024-07-01,0.024268709324879234,2024-09-30,0.002138358587598921,2025-04-02
UPS,2023-12-31,90958000000.0,,100338000000.0,-0.09348402399888378,2024-03-30,2024-04-01,131.41543579101562,90,-0.06880272749587169,2024-07-01,-0.05424111999825365,2024-09-30,-0.21508388677682821,2025-04-02
UPST,2023-12-31,508119000.0,,837760000.0,-0.39347903934301,2024-03-30,2024-04-01,26.43000030517578,90,-0.13356037252690567,2024-07-01,0.5138099833354166,2024-09-30,0.8021188239936516,2025-04-02
URI,2023-12-31,14332000000.0,,11642000000.0,0.23105995533413504,2024-03-30,2024-04-01,696.218017578125,90,-0.09544171582724603,2024-07-01,0.1456057578104919,2024-09-30,-0.08189703086815658,2025-04-02
USB,2023-12-31,28013000000.0,,24184000000.0,0.15832782004631163,2024-03-30,2024-04-01,40.27383804321289,90,-0.09600394788750599,2024-07-01,0.06522112858623852,2024-09-30,0.024473966248782286,2025-04-02
VRTX,2023-12-31,9869200000.0,,8930700000.0,0.10508694727177037,2024-03-30,2024-04-01,420.4800109863281,90,0.12074293114333723,2024-07-01,0.10606919335194664,2024-09-30,0.14985249619891117,2025-04-02
WFC,2023-12-31,82597000000.0,,74368000000.0,0.11065243115318424,2024-03-30,2024-04-01,54.73518371582031,90,0.05777335609994072,2024-07-01,-0.00626992368540269,2024-09-30,0.28478043001010556,2025-04-02
WING,2023-12-31,460055000.0,,357521000.0,0.2867915451120353,2024-03-30,2024-04-01,364.059814453125,90,0.15519360724898057,2024-07-01,0.13269327362259253,2024-09-30,-0.3563257239692621,2025-04-02
WM,2023-12-31,20426000000.0,,19698000000.0,0.03695806680881297,2024-03-30,2024-04-01,206.73731994628906,90,-0.013018187599331266,2024-07-01,-0.017771250560107532,2024-09-30,0.11764454502290511,2025-04-02
XOM,2023-12-31,334697000000.0,,398675000000.0,-0.16047657866683385,2024-03-30,2024-04-01,108.67317962646484,90,-0.009370464541202606,2024-07-01,0.018236576761980983,2024-09-30,0.04859874090240446,2025-04-02
YUM,2023-12-31,7076000000.0,,6842000000.0,0.034200526161940914,2024-03-30,2024-04-01,135.1665496826172,90,-0.0721337393567032,2024-07-01,0.004464187440557099,2024-09-30,0.14853049831936804,2025-04-02
ZTS,2023-12-31,8544000000.0,,8080000000.0,0.05742574257425748,2024-03-30,2024-04-01,162.1822967529297,90,0.036235770825604696,2024-07-01,0.17592604004655654,2024-09-30,-0.010635088000230275,2025-04-02
ADSK,2024-01-31,5497000000.0,,5005000000.0,0.09830169830169821,2024-04-30,2024-04-30,212.85000610351562,90,0.1628846472857708,2024-07-31,0.3608644367209397,2024-10-29,0.3154333202048729,2025-05-02
ASAN,2024-01-31,652504000.0,,547212000.0,0.1924153710079457,2024-04-30,2024-04-30,14.869999885559082,90,-0.021519818243911693,2024-07-31,-0.1815736267682979,2024-10-29,0.09414933308534801,2025-05-02
CHWY,2024-01-31,11147700000.0,,10119000000.0,0.10166024310702637,2024-04-30,2024-04-30,14.989999771118164,90,0.6130754285776816,2024-07-31,0.7805204097122347,2024-10-29,1.4456304474431283,2025-05-02
CRM,2024-01-31,34857000000.0,,31352000000.0,0.11179510079101806,2024-04-30,2024-04-30,265.3949279785156,90,-0.03620587731032199,2024-07-31,0.11484039312083394,2024-10-29,0.02881528474628925,2025-05-02
CRWD,2024-01-31,3055555000.0,,2241236000.0,0.3633347849133246,2024-04-30,2024-04-30,292.5400085449219,90,-0.2070827923072004,2024-07-31,0.06289735885359726,2024-10-29,0.5060503647473267,2025-05-02
FIVE,2024-01-31,3559369000.0,,3076308000.0,0.15702621454028654,2024-04-30,2024-04-30,146.33999633789062,90,-0.5029383648758807,2024-07-31,-0.38130379129929937,2024-10-29,-0.4238759076915185,2025-05-02
GTLB,2024-01-31,579906000.0,,424336000.0,0.3666198484220051,2024-04-30,2024-04-30,52.470001220703125,90,-0.02363258337370744,2024-07-31,0.04307219876033619,2024-10-29,-0.11282641215770961,2025-05-02
HD,2024-01-31,152669000000.0,,157403000000.0,-0.030075665648049865,2024-04-30,2024-04-30,318.0711364746094,90,0.10920767508542761,2024-07-31,0.19751289391132976,2024-10-29,0.11777870205530228,2025-05-02
LOW,2024-01-31,86377000000.0,,97059000000.0,-0.11005676959375221,2024-04-30,2024-04-30,219.45106506347656,90,0.0820670639471921,2024-07-31,0.16393784011828716,2024-10-29,0.01529459332517269,2025-05-02
LULU,2024-01-31,9619278000.0,,8110518000.0,0.18602510961691965,2024-04-30,2024-04-30,360.6000061035156,90,-0.2826955094730166,2024-07-31,-0.15468662738537053,2024-10-29,-0.23083754670835432,2025-05-02
MDB,2024-01-31,1683011000.0,,1284040000.0,0.31071539827419703,2024-04-30,2024-04-30,365.17999267578125,90,-0.308943519163699,2024-07-31,-0.24637166061992188,2024-10-29,-0.5299852050163218,2025-05-02
MRVL,2024-01-31,5507700000.0,,5919600000.0,-0.06958240421650108,2024-04-30,2024-04-30,65.51558685302734,90,0.01707995531519435,2024-07-31,0.2898034168993855,2024-10-29,-0.05118839434096489,2025-05-02
NCNO,2024-01-31,476543000.0,,408315000.0,0.16709648188285997,2024-04-30,2024-04-30,29.15999984741211,90,0.12345673844167004,2024-07-31,0.3175582431409034,2024-10-29,-0.21262005471134082,2025-05-02
NVDA,2024-01-31,60922000000.0,,26974000000.0,1.2585452658115224,2024-04-30,2024-04-30,86.35326385498047,90,0.35447804677211936,2024-07-31,0.6350742744507993,2024-10-29,0.32563640307302344,2025-05-02
PATH,2024-01-31,1308072000.0,,1058581000.0,0.2356843737040435,2024-04-30,2024-04-30,18.969999313354492,90,-0.35846070022119014,2024-07-31,-0.3305218624691991,2024-10-29,-0.36900365312073713,2025-05-02
ROST,2024-01-31,20376941000.0,,18695829000.0,0.08991909371871132,2024-04-30,2024-04-30,126.92061614990234,90,0.10841399952235364,2024-07-31,0.07838852244556138,2024-10-29,0.09597848343256654,2025-05-02
S,2024-01-31,621154000.0,,422179000.0,0.47130482567820753,2024-04-30,2024-04-30,21.1299991607666,90,0.08376718069398437,2024-07-31,0.2560341679902114,2024-10-29,-0.1064836767328281,2025-05-02
SNOW,2024-01-31,2806489000.0,,2065659000.0,0.3586409954401961,2024-04-30,2024-04-30,155.1999969482422,90,-0.1599226324321832,2024-07-31,-0.23717782398455556,2024-10-29,0.08028354999273923,2025-05-02
TGT,2024-01-31,107412000000.0,,109120000000.0,-0.015652492668621676,2024-04-30,2024-04-30,147.92861938476562,90,-0.059228646727834455,2024-07-31,-0.06750424203039818,2024-10-29,-0.3765047732512262,2025-05-02
TJX,2024-01-31,54217000000.0,,49936000000.0,0.08572973405959639,2024-04-30,2024-04-30,91.42337799072266,90,0.20575554877746005,2024-07-31,0.22158399638823023,2024-10-29,0.3917250581968106,2025-05-02
ULTA,2024-01-31,11207303000.0,,10208580000.0,0.09783172586197098,2024-04-30,2024-04-30,404.8399963378906,90,-0.0986809160429637,2024-07-31,-0.061752791784768,2024-10-29,-0.02230510537738517,2025-05-02
WDAY,2024-01-31,7259000000.0,,6216000000.0,0.1677927927927927,2024-04-30,2024-04-30,244.72999572753906,90,-0.07195685415676223,2024-07-31,-0.024925391048172818,2024-10-29,0.01614022399052284,2025-05-02
WMT,2024-01-31,648125000000.0,,611289000000.0,0.0602595499019285,2024-04-30,2024-04-30,58.058658599853516,90,0.16053249042739193,2024-07-31,0.3852819586997902,2024-10-29,0.682695007250129,2025-05-02
BOOT,2024-03-31,1667009000.0,,1657615000.0,0.0056671784461410635,2024-06-29,2024-07-01,130.1300048828125,90,0.2854836894069088,2024-09-30,0.17812949977720982,2024-12-30,0.2674247789685984,2025-07-03
AI,2024-04-30,310582000.0,,266795000.0,0.16412226615941083,2024-07-29,2024-07-29,27.399999618530273,90,-0.0773722248686105,2024-10-25,0.15510949121056838,2025-01-29,-0.14014599292150887,2025-07-31
MDT,2024-04-30,32364000000.0,,31227000000.0,0.03641079834758387,2024-07-29,2024-07-29,75.66902160644531,90,0.14130654188457648,2024-10-25,0.1616020826590603,2025-01-29,0.165428424222809,2025-07-31
NKE,2024-05-31,51362000000.0,,51217000000.0,0.0028310912392370824,2024-08-29,2024-08-29,80.0451889038086,90,-0.05489500588227836,2024-11-27,-0.05769408015854083,2025-03-04,-0.0783185119108154,2025-09-03
ORCL,2024-05-31,52961000000.0,,49954000000.0,0.060195379749369504,2024-08-29,2024-08-29,136.89596557617188,90,0.313375720355334,2024-11-27,0.13478700710931157,2025-03-04,0.6194816228161399,2025-09-03
BILL,2024-06-30,1290172000.0,,1058468000.0,0.21890505900981427,2024-09-28,2024-09-30,52.7599983215332,90,0.6207354976607504,2024-12-30,-0.11429111014273519,2025-04-02,0.031463227828318674,2025-10-02
EL,2024-06-30,15608000000.0,,15910000000.0,-0.018981772470144542,2024-09-28,2024-09-30,97.19371795654297,90,-0.2522544473335623,2024-12-30,-0.3036421331501742,2025-04-02,-0.09292700780061813,2025-10-02
KLAC,2024-06-30,9812247000.0,,10496056000.0,-0.06514913792380683,2024-09-28,2024-09-30,764.7288208007812,90,-0.17950707129526688,2024-12-30,-0.10945361187684854,2025-04-02,0.48533140314033085,2025-10-02
LRCX,2024-06-30,14905386000.0,,17428516000.0,-0.1447702145151084,2024-09-28,2024-09-30,80.52337646484375,90,-0.11318071394191598,2024-12-30,-0.09040898737583325,2025-04-02,0.8202515358581666,2025-10-02
MSFT,2024-06-30,245122000000.0,,211915000000.0,0.1566996201307127,2024-09-28,2024-09-30,425.3249206542969,90,-0.01073577494572564,2024-12-30,-0.1083599703724899,2025-04-02,0.2075573828516184,2025-10-02
PG,2024-06-30,84039000000.0,,82006000000.0,0.024790868960807844,2024-09-28,2024-09-30,165.327880859375,90,-0.029604903696637375,2024-12-30,-0.009605970616509918,2025-04-02,-0.09991547705716175,2025-10-02
PH,2024-06-30,19930000000.0,,19065000000.0,0.04537109887227908,2024-09-28,2024-09-30,621.674072265625,90,0.010301204417099363,2024-12-30,0.00022031301727909458,2025-04-02,0.21187917185868388,2025-10-02
TEAM,2024-06-30,4358603000.0,,3534647000.0,0.23310842638600127,2024-09-28,2024-09-30,158.80999755859375,90,0.5559474208312787,2024-12-30,0.4102387139149475,2025-04-02,-0.04886338786053346,2025-10-02
CSCO,2024-07-31,53803000000.0,,56998000000.0,-0.0560545984069617,2024-10-29,2024-10-29,53.7003288269043,90,0.09577843464678648,2025-01-31,0.07997680507776428,2025-05-02,0.3468994124478706,2025-10-31
INTU,2024-07-31,16285000000.0,,14368000000.0,0.13342149220489974,2024-10-29,2024-10-29,616.5614624023438,90,-0.03397324600318974,2025-01-31,0.01625174982178823,2025-05-02,0.07737832966053482,2025-10-31
PANW,2024-07-31,8027500000.0,,6892700000.0,0.16463795029523998,2024-10-29,2024-10-29,182.69500732421875,90,0.009441915627531827,2025-01-31,0.0273953278599528,2025-05-02,0.20550642690698306,2025-10-31
ZS,2024-07-31,2167771000.0,,1616952000.0,0.34065266006659445,2024-10-29,2024-10-29,189.85000610351562,90,0.06710555609583979,2025-01-31,0.2139583556033149,2025-05-02,0.7442191414409729,2025-10-31
ACN,2024-08-31,64896464000.0,,64111745000.0,0.012239863382286664,2024-11-29,2024-11-29,354.2649230957031,90,-0.03485378410211848,2025-03-05,-0.11880050855606206,2025-06-04,-0.2362901732886088,2025-12-03
AZO,2024-08-31,18490268000.0,,17457209000.0,0.059176641581137,2024-11-29,2024-11-29,3169.5400390625,90,0.12189145396133672,2025-03-05,0.172737997707056,2025-06-04,0.2061434387198211,2025-12-03
COST,2024-08-31,254453000000.0,,242290000000.0,0.05020017334599025,2024-11-29,2024-11-29,964.116943359375,90,0.07925631225748742,2025-03-05,0.08472627280215894,2025-06-04,-0.0461039983813718,2025-12-03
MU,2024-08-31,25111000000.0,,15540000000.0,0.6158944658944658,2024-11-29,2024-11-29,97.46240997314453,90,-0.035604108874545015,2025-03-05,0.05685308330371064,2025-06-04,1.4005887310852096,2025-12-03
AAPL,2024-09-30,391035000000.0,,383285000000.0,0.02021994077514111,2024-12-29,2024-12-30,250.5989227294922,90,-0.1112762022573972,2025-04-02,-0.15120891716262508,2025-07-03,0.07944364973780171,2026-01-02
APD,2024-09-30,12100600000.0,,12600000000.0,-0.03963492063492069,2024-12-29,2024-12-30,277.735595703125,90,0.03426969378650768,2025-04-02,0.029865155304345636,2025-07-03,-0.10379019958597224,2026-01-02
EMR,2024-09-30,17492000000.0,,15165000000.0,0.153445433564128,2024-12-29,2024-12-30,121.22122955322266,90,-0.09856760546121146,2025-04-02,0.13447908196946656,2025-07-03,0.11164903328520892,2026-01-02
QCOM,2024-09-30,38962000000.0,,35820000000.0,0.08771635957565604,2024-12-29,2024-12-30,150.23095703125,90,0.0021400561635243065,2025-04-02,0.061355318796254554,2025-07-03,0.14408154111670513,2026-01-02
SBUX,2024-09-30,36176200000.0,,35975600000.0,0.005576001512135997,2024-12-29,2024-12-30,87.16110229492188,90,0.10343957396375125,2025-04-02,0.055652735640796314,2025-07-03,-0.04836227436412299,2026-01-02
V,2024-09-30,35926000000.0,,32653000000.0,0.10023581294214923,2024-12-29,2024-12-30,311.79559326171875,90,0.10022758330839099,2025-04-02,0.14192655750002103,2025-07-03,0.10665995361810676,2026-01-02
AMAT,2024-10-31,27176000000.0,,26517000000.0,0.024851981747558094,2025-01-29,2025-01-29,173.32662963867188,90,-0.13819521805095358,2025-04-30,0.03256463036706858,2025-07-31,0.8572940507612641,2026-01-30
AVGO,2024-10-31,51574000000.0,,35819000000.0,0.43985035874815037,2025-01-29,2025-01-29,204.073974609375,90,-0.06444194909120493,2025-04-30,0.43097691434368524,2025-07-31,0.6200325223385457,2026-01-30
DE,2024-10-31,50518000000.0,,60248000000.0,-0.16149913690080997,2025-01-29,2025-01-29,470.33111572265625,90,-0.02714664922549659,2025-04-30,0.10395651127284844,2025-07-31,0.11933951949835864,2026-01-30
SNPS,2024-10-31,6127436000.0,,5318014000.0,0.15220381142283568,2025-01-29,2025-01-29,512.7100219726562,90,-0.10473759026675544,2025-04-30,0.23553264721809763,2025-07-31,-0.09282055121989952,2026-01-30
ADBE,2024-11-30,21505000000.0,,19409000000.0,0.10799113813179462,2025-02-28,2025-02-28,438.55999755859375,90,-0.05351605561692252,2025-05-30,-0.18665629744451462,2025-08-29,-0.38209140883130954,2026-03-03
ABBV,2024-12-31,56334000000.0,,54318000000.0,0.037114768584999513,2025-03-31,2025-03-31,201.0515899658203,90,-0.08483311130282156,2025-07-01,0.12494303139536478,2025-09-30,0.06047988189540221,2026-04-01
ABT,2024-12-31,41950000000.0,,40109000000.0,0.045899922710613605,2025-03-31,2025-03-31,129.39505004882812,90,0.03197274916586412,2025-07-01,0.018955702300250232,2025-09-30,-0.2137125275676961,2026-04-01
AEP,2024-12-31,19721000000.0,,18982000000.0,0.03893161942893264,2025-03-31,2025-03-31,104.97942352294922,90,-0.03613836852881458,2025-07-01,0.047307593106123313,2025-09-30,0.24520251400758863,2026-04-01
AMD,2024-12-31,25785000000.0,,22680000000.0,0.13690476190476186,2025-03-31,2025-03-31,102.73999786376953,90,0.32480050068552413,2025-07-01,0.5747517680568963,2025-09-30,1.0460386517877875,2026-04-01
AMGN,2024-12-31,33424000000.0,,28190000000.0,0.18566867683575738,2025-03-31,2025-03-31,299.8092041015625,90,-0.05926040609323069,2025-07-01,-0.0787885117365903,2025-09-30,0.16951780449561626,2026-04-01
AMT,2024-12-31,10127200000.0,,10012200000.0,0.011485987095743111,2025-03-31,2025-03-31,208.14251708984375,90,0.048244871938858847,2025-07-01,-0.09397442735880845,2025-09-30,-0.18647980899693184,2026-04-01
AMZN,2024-12-31,637959000000.0,,574785000000.0,0.1099089224666614,2025-03-31,2025-03-31,190.25999450683594,90,0.15873022747273424,2025-07-01,0.15405242123209306,2025-09-30,0.10674873017855102,2026-04-01
ANET,2024-12-31,7003100000.0,,5860200000.0,0.19502747346506943,2025-03-31,2025-03-31,77.4800033569336,90,0.2765874984084915,2025-07-01,0.8806143572634186,2025-09-30,0.611383493350719,2026-04-01
AON,2024-12-31,15698000000.0,,13376000000.0,0.17359449760765555,2025-03-31,2025-03-31,396.3722229003906,90,-0.10375833681402336,2025-07-01,-0.10275805386760806,2025-09-30,-0.19143045773800704,2026-04-01
APH,2024-12-31,15222700000.0,,12554700000.0,0.21251005599496597,2025-03-31,2025-03-31,65.12893676757812,90,0.4874584435453073,2025-07-01,0.892679503969974,2025-09-30,0.9607259581706022,2026-04-01
AXP,2024-12-31,65949000000.0,,60515000000.0,0.0897959183673469,2025-03-31,2025-03-31,265.3780212402344,90,0.2027533183140069,2025-07-01,0.24179202928458188,2025-09-30,0.13234709156848168,2026-04-01
BA,2024-12-31,66517000000.0,,77794000000.0,-0.1449597655346171,2025-03-31,2025-03-31,170.5500030517578,90,0.2300790942962727,2025-07-01,0.26549397812414854,2025-09-30,0.21559662043103067,2026-04-01
BAC,2024-12-31,105856000000.0,,102769000000.0,0.030038241103834906,2025-03-31,2025-03-31,40.81204605102539,90,0.1606458507362576,2025-07-01,0.2504833094097161,2025-09-30,0.20724161675608466,2026-04-01
BL,2024-12-31,653336000.0,,589996000.0,0.10735666004515276,2025-03-31,2025-03-31,48.41999816894531,90,0.18649324525967526,2025-07-01,0.0966542850507035,2025-09-30,-0.2467987897592786,2026-04-01
BLK,2024-12-31,20407000000.0,,17859000000.0,0.14267316199115299,2025-03-31,2025-03-31,927.3680419921875,90,0.11978427271084269,2025-07-01,0.24416549218974493,2025-09-30,0.03238410324919094,2026-04-01
BMY,2024-12-31,48300000000.0,,45006000000.0,0.07319024130115981,2025-03-31,2025-03-31,57.46461868286133,90,-0.21257640315440685,2025-07-01,-0.24266103204293943,2025-09-30,0.06326292377093612,2026-04-01
BROS,2024-12-31,1281015000.0,,965776000.0,0.3264100578187903,2025-03-31,2025-03-31,61.7400016784668,90,0.08681562439159629,2025-07-01,-0.15225139731665027,2025-09-30,-0.18108195661217574,2026-04-01
BSX,2024-12-31,16747000000.0,,14240000000.0,0.17605337078651684,2025-03-31,2025-03-31,100.87999725341797,90,0.03865980999267693,2025-07-01,-0.03221649572249452,2025-09-30,-0.3854083892939505,2026-04-01
BX,2024-12-31,10930540000.0,,7006649000.0,0.5600239144275674,2025-03-31,2025-03-31,133.936767578125,90,0.10063604505974233,2025-07-01,0.238379389542567,2025-09-30,-0.15422509136810636,2026-04-01
C,2024-12-31,80672000000.0,,78090000000.0,0.033064412856959935,2025-03-31,2025-03-31,68.86555480957031,90,0.22495935786197419,2025-07-01,0.45069078894161607,2025-09-30,0.6663941311356778,2026-04-01
CAT,2024-12-31,64809000000.0,,67060000000.0,-0.03356695496570239,2025-03-31,2025-03-31,324.7054748535156,90,0.19103174272733825,2025-07-01,0.4590775764056765,2025-09-30,1.244902865605841,2026-04-01
CB,2024-12-31,56010000000.0,,49826000000.0,0.12411190944486816,2025-03-31,2025-03-31,300.0915222167969,90,-0.03783473039180041,2025-07-01,-0.06222192346715516,2025-09-30,0.09020075357462876,2026-04-01
CDNS,2024-12-31,4641264000.0,,4089986000.0,0.13478725844049344,2025-03-31,2025-03-31,254.3300018310547,90,0.21676557711286049,2025-07-01,0.38111904705194233,2025-09-30,0.10167892275457824,2026-04-01
CELH,2024-12-31,1355630000.0,,1318014000.0,0.028539909287761844,2025-03-31,2025-03-31,35.619998931884766,90,0.29140935933110645,2025-07-01,0.6139810051202834,2025-09-30,-0.03621552890265123,2026-04-01
CI,2024-12-31,244384000000.0,,195187000000.0,0.25205059763201443,2025-03-31,2025-03-31,322.18280029296875,90,0.021278858979476345,2025-07-01,-0.11519352606342204,2025-09-30,-0.1702846735420448,2026-04-01
CL,2024-12-31,20101000000.0,,19457000000.0,0.03309862774322858,2025-03-31,2025-03-31,90.88178253173828,90,-0.012221818616213853,2025-07-01,-0.1369352916964719,2025-09-30,-0.06601219252056967,2026-04-01
CME,2024-12-31,6130100000.0,,5578900000.0,0.09880083887504698,2025-03-31,2025-03-31,255.50953674316406,90,0.042938301911254806,2025-07-01,0.028027527858493162,2025-09-30,0.1621484122523682,2026-04-01
CMG,2024-12-31,11313853000.0,,9871649000.0,0.14609555100672633,2025-03-31,2025-03-31,50.209999084472656,90,0.15992835571425856,2025-07-01,-0.21947820471423962,2025-09-30,-0.35012942316093376,2026-04-01
COIN,2024-12-31,6564028000.0,,3108383000.0,1.1117178931939855,2025-03-31,2025-03-31,172.22999572753906,90,0.9469894611316383,2025-07-01,0.9595308518051096,2025-09-30,0.004412760752936951,2026-04-01
COP,2024-12-31,54745000000.0,,56141000000.0,-0.024865962487308768,2025-03-31,2025-03-31,100.79293823242188,90,-0.11661680467654101,2025-07-01,-0.08415539258861393,2025-09-30,0.26430452742429633,2026-04-01
CROX,2024-12-31,4102108000.0,,3962347000.0,0.035272276759203525,2025-03-31,2025-03-31,106.19999694824219,90,0.008757065272130271,2025-07-01,-0.21327678481500445,2025-09-30,-0.21318267457843998,2026-04-01
CSX,2024-12-31,14540000000.0,,14657000000.0,-0.007982533942825998,2025-03-31,2025-03-31,28.98859977722168,90,0.14199998355087295,2025-07-01,0.21644688988131966,2025-09-30,0.42952743303149177,2026-04-01
CVX,2024-12-31,193414000000.0,,196913000000.0,-0.017769268661794846,2025-03-31,2025-03-31,160.08583068847656,90,-0.11923544889449778,2025-07-01,-0.04996575761922761,2025-09-30,0.2331510091374971,2026-04-01
DDOG,2024-12-31,2684275000.0,,2128359000.0,0.2611946574802466,2025-03-31,2025-03-31,99.20999908447266,90,0.3338373455520538,2025-07-01,0.4353391312425823,2025-09-30,0.19614957427732027,2026-04-01
DHR,2024-12-31,23875000000.0,,23890000000.0,-0.0006278777731267837,2025-03-31,2025-03-31,203.59698486328125,90,-0.017463702880296528,2025-07-01,-0.02962819566194297,2025-09-30,-0.06290364066908227,2026-04-01
DPZ,2024-12-31,4706416000.0,,4479358000.0,0.05068985332273068,2025-03-31,2025-03-31,451.7962951660156,90,-0.00032206508565224556,2025-07-01,-0.053092577973625654,2025-09-30,-0.19977208221224674,2026-04-01
DUK,2024-12-31,30357000000.0,,29060000000.0,0.044631796283551184,2025-03-31,2025-03-31,116.78955078125,90,-0.016551975980935274,2025-07-01,0.03267253903881939,2025-09-30,0.11121699730334256,2026-04-01
DUOL,2024-12-31,748024000.0,,531109000.0,0.4084189874394899,2025-03-31,2025-03-31,310.5400085449219,90,0.297932589901015,2025-07-01,0.0363881866491742,2025-09-30,-0.6902492439150827,2026-04-01
DXCM,2024-12-31,4033000000.0,,3622300000.0,0.11338100102145043,2025-03-31,2025-03-31,68.29000091552734,90,0.22389809211513434,2025-07-01,-0.014643432224242803,2025-09-30,-0.08668914781485271,2026-04-01
ECL,2024-12-31,15741400000.0,,15320200000.0,0.02749311366692342,2025-03-31,2025-03-31,250.91554260253906,90,0.07793231099900799,2025-07-01,0.08548229837738397,2025-09-30,0.07422603537910266,2026-04-01
ELV,2024-12-31,176810000000.0,,171340000000.0,0.03192482782771089,2025-03-31,2025-03-31,425.8670959472656,90,-0.08611215356307533,2025-07-01,-0.24978077456143621,2025-09-30,-0.2990770997791228,2026-04-01
ENPH,2024-12-31,1330383000.0,,2290786000.0,-0.41924605790326985,2025-03-31,2025-03-31,62.04999923706055,90,-0.3406929838771403,2025-07-01,-0.4296535080614299,2025-09-30,-0.38307817485945406,2026-04-01
EOG,2024-12-31,23378000000.0,,23182000000.0,0.008454835648347814,2025-03-31,2025-03-31,122.70362091064453,90,-0.046323794260141216,2025-07-01,-0.11039706562372753,2025-09-30,0.13556660945722276,2026-04-01
EQIX,2024-12-31,8748000000.0,,8188000000.0,0.06839276990718135,2025-03-31,2025-03-31,796.8715209960938,90,-0.019240969419060727,2025-07-01,-0.028318521304818822,2025-09-30,0.24986268705370418,2026-04-01
ETN,2024-12-31,24878000000.0,,23196000000.0,0.07251250215554417,2025-03-31,2025-03-31,267.7791748046875,90,0.31065846054538393,2025-07-01,0.38559702176330113,2025-09-30,0.3613924665180861,2026-04-01
EXC,2024-12-31,23028000000.0,,21727000000.0,0.05987941271229347,2025-03-31,2025-03-31,44.4963264465332,90,-0.04953334685019306,2025-07-01,-0.005725604604419621,2025-09-30,0.09851767486579943,2026-04-01
FCX,2024-12-31,25455000000.0,,22855000000.0,0.1137606650623495,2025-03-31,2025-03-31,37.25847625732422,90,0.16869135789323453,2025-07-01,0.04397841894706356,2025-09-30,0.6389703131517426,2026-04-01
GD,2024-12-31,47716000000.0,,42272000000.0,0.12878501135503417,2025-03-31,2025-03-31,266.183349609375,90,0.08596945116285903,2025-07-01,0.26440366160469675,2025-09-30,0.31078582978610214,2026-04-01
GE,2024-12-31,38702000000.0,,35348000000.0,0.09488514201652154,2025-03-31,2025-03-31,199.09617614746094,90,0.24416692654112326,2025-07-01,0.5070068770100353,2025-09-30,0.47004326421119846,2026-04-01
GILD,2024-12-31,28754000000.0,,27116000000.0,0.06040713969612033,2025-03-31,2025-03-31,109.14784240722656,90,0.004224314644547089,2025-07-01,0.0045912877372411565,2025-09-30,0.28541251899697384,2026-04-01
GOOGL,2024-12-31,350018000000.0,,307394000000.0,0.1386624332290156,2025-03-31,2025-03-31,154.10565185546875,90,0.13846907579686385,2025-07-01,0.575349117399055,2025-09-30,0.9297800636627593,2026-04-01
GS,2024-12-31,53512000000.0,,46254000000.0,0.1569161586024992,2025-03-31,2025-03-31,535.2022094726562,90,0.29964203576038684,2025-07-01,0.47285081470535206,2025-09-30,0.6072617166887926,2026-04-01
HCA,2024-12-31,70603000000.0,,64968000000.0,0.0867350080039404,2025-03-31,2025-03-31,343.241943359375,90,0.12946629571120383,2025-07-01,0.23800419867716416,2025-09-30,0.38313515928015773,2026-04-01
HON,2024-12-31,34717000000.0,,33009000000.0,0.051743463903783926,2025-03-31,2025-03-31,194.31898498535156,90,0.13336480592802968,2025-07-01,0.004377423313230322,2025-09-30,0.1679389588711766,2026-04-01
IBM,2024-12-31,62753000000.0,,61860000000.0,0.014435822825735523,2025-03-31,2025-03-31,240.85592651367188,90,0.17886991317053558,2025-07-01,0.14999606581903757,2025-09-30,0.0021076693468511376,2026-04-01
ICE,2024-12-31,11761000000.0,,9903000000.0,0.18761991315762905,2025-03-31,2025-03-31,170.4971923828125,90,0.057094227661659946,2025-07-01,-0.01794248353097594,2025-09-30,-0.07282929635508517,2026-04-01
INTC,2024-12-31,53101000000.0,,54228000000.0,-0.02078262152393595,2025-03-31,2025-03-31,22.709999084472656,90,0.006164742520522237,2025-07-01,0.4773227912633182,2025-09-30,1.1149273762910927,2026-04-01
ISRG,2024-12-31,8352100000.0,,7124100000.0,0.17237265058042417,2025-03-31,2025-03-31,495.2699890136719,90,0.08625598596389783,2025-07-01,-0.09699755505681895,2025-09-30,-0.06222863789509736,2026-04-01
ITW,2024-12-31,15898000000.0,,16107000000.0,-0.012975724840131653,2025-03-31,2025-03-31,241.8896026611328,90,0.03521033337566104,2025-07-01,0.0643618659721128,2025-09-30,0.07710296630614888,2026-04-01
JNJ,2024-12-31,88821000000.0,,85159000000.0,0.04300191406662823,2025-03-31,2025-03-31,161.34461975097656,90,-0.05175649319299125,2025-07-01,0.1359277638929357,2025-09-30,0.513034618036651,2026-04-01
