strategy,train_annual_return,train_sharpe,train_max_drawdown,validation_annual_return,validation_sharpe,validation_max_drawdown,full_annual_return,full_sharpe,full_max_drawdown,train_objective
credit_stress_rotation,0.0563106079693545,0.5730717361286347,-0.17523914504653526,-0.035726872983144475,-0.3743031908623058,-0.25806483016917003,0.03115173162559115,0.3193514348934883,-0.3005716805603602,0.4090947126759703
xasset_abs_mom_252_top3,0.025723302949601345,0.22202449586147935,-0.30462285787491616,0.12408276260973272,0.9335818166099935,-0.20627391690508223,0.05086264920851424,0.4217005072569328,-0.30462285787491616,-0.07745370142351654
etf_short_term_reversal,0.009149472483800158,0.07555807165944863,-0.318288136804475,-0.06647309504480992,-0.43117374986325135,-0.2872887887423574,-0.011423458121437413,-0.08743497985223479,-0.318288136804475,-0.24090017064826633
