portfolio,base,breadth_feature,low_quantile,high_quantile,low_threshold,high_threshold,low_scale,high_scale,target_vol,train_objective,train_annual_return,train_sharpe,train_max_drawdown,validation_annual_return,validation_sharpe,validation_max_drawdown,full_annual_return,full_sharpe,full_max_drawdown
sharpe_guarded_ml_growth_25_adv_20_lq0.30_hq0.60_ls0.70_hs1.30_tv0.35,sharpe_guarded_ml_growth_25,adv_20,0.3,0.6,0.3770491803278688,0.5081967213114754,0.7,1.3,0.35,2.124266802008872,0.853897879536287,2.199276738851246,-0.24578951274963157,0.5314033009082315,1.4019807721973934,-0.28558115041924903,0.69687235632397,1.8148411198768362,-0.2855811504192495
