symbol,fiscal_period_end,error,total_revenue,gross_profit,operating_income,net_income,ebitda,research_development,selling_general_admin,operating_cash_flow,capital_expenditure,free_cash_flow,total_assets,total_debt,stockholders_equity,cash,current_assets,current_liabilities,prior_revenue,prior_revenue_growth_yoy,revenue_growth_yoy,revenue_growth_accel,gross_margin,operating_margin,net_margin,ebitda_margin,cfo_margin,fcf_margin,capex_to_revenue,rd_to_revenue,sga_to_revenue,debt_to_assets,debt_to_equity,cash_to_assets,current_ratio,asset_turnover,availability_date,current_market_cap,market_cap_bucket,trade_date,trade_close,reporting_lag_days,fwd_3m_return,fwd_3m_return_end_date,fwd_6m_return,fwd_6m_return_end_date,fwd_12m_return,fwd_12m_return_end_date
KO,2023-12-31,,45754000000.0,27234000000.0,13098000000.0,10714000000.0,15607000000.0,,13972000000.0,11599000000.0,-1852000000.0,9747000000.0,97703000000.0,42064000000.0,25941000000.0,9366000000.0,26732000000.0,23571000000.0,43004000000.0,,0.06394753976374301,,0.5952266468505486,0.28627005289155044,0.23416531887922368,0.34110678847751014,0.25350789002054464,0.2130305547055995,0.04047733531494514,0.0,0.30537220789439173,0.43052925703407263,1.6215257700165762,0.09586194896779014,1.1341054685842773,0.4682967769669304,2024-03-30,347726643200.0,large_cap,2024-04-01,57.258018493652344,90,0.05093943002479828,2024-07-01,0.20161579272698726,2024-09-30,0.2106687836770611,2025-04-02
LIN,2023-12-31,,32854000000.0,15362000000.0,8105000000.0,6199000000.0,12217000000.0,146000000.0,3295000000.0,9305000000.0,-3787000000.0,5518000000.0,80811000000.0,20315000000.0,39720000000.0,4664000000.0,12620000000.0,15717000000.0,33364000000.0,,-0.015285936938017053,,0.467583855847081,0.2466975101966275,0.18868326535581664,0.37185730809033907,0.2832227430449869,0.16795519571437267,0.11526754733061423,0.004443903329883728,0.10029220186278688,0.251389043570801,0.5114551863041289,0.05771491504869387,0.8029522173442769,0.4065535632525275,2024-03-30,233998581760.0,large_cap,2024-04-01,451.5526123046875,90,-0.07139159351186053,2024-07-01,0.035385993259476,2024-09-30,0.02643257759482731,2025-04-02
LLY,2023-12-31,,34124000000.0,27042000000.0,10325000000.0,5240000000.0,11852000000.0,9313000000.0,7404000000.0,4240000000.0,-7392000000.0,-3152000000.0,64006300000.0,25225300000.0,10771900000.0,2818600000.0,25727000000.0,27293200000.0,28541400000.0,,0.19559657199716907,,0.7924627827921698,0.30257296917125776,0.15355761340991678,0.34732153323174303,0.12425272535458914,-0.09236900715039269,0.21662173250498182,0.27291642245926623,0.21697339116164577,0.39410651763966986,2.341768861575024,0.044036290177685636,0.9426157431155013,0.5331350195215159,2024-03-30,896128712704.0,large_cap,2024-04-01,748.7977905273438,90,0.20429752998438344,2024-07-01,0.16848344877038013,2024-09-30,0.08281642538499412,2025-04-02
LMT,2023-12-31,,67571000000.0,8479000000.0,8507000000.0,6920000000.0,10444000000.0,,,7920000000.0,-1691000000.0,6229000000.0,52456000000.0,17459000000.0,6835000000.0,1442000000.0,20521000000.0,16937000000.0,65984000000.0,,0.024051285160038738,,0.125482825472466,0.12589720442201535,0.1024107975314854,0.15456334818191236,0.11721004572967693,0.09218451702653505,0.02502552870314188,0.0,0.0,0.3328313253012048,2.5543525969275787,0.02748970565807534,1.2116077227372026,1.2881462559097148,2024-03-30,118973136896.0,large_cap,2024-04-01,429.4854431152344,90,0.037092016068067224,2024-07-01,0.3069692786643492,2024-09-30,0.026406309387390303,2025-04-02
MA,2023-12-31,,25098000000.0,19076000000.0,14630000000.0,11195000000.0,15013000000.0,,3647000000.0,11980000000.0,-1088000000.0,10892000000.0,42448000000.0,15681000000.0,6929000000.0,8588000000.0,18961000000.0,16264000000.0,22237000000.0,,0.1286594414714215,,0.7600605625946291,0.5829149733046458,0.44605147820543467,0.5981751533986772,0.47732887082636066,0.4339788030918798,0.043350067734480836,0.0,0.1453103832974739,0.36941669807764793,2.2630971280127,0.20231813041839428,1.1658263649778653,0.5912646061062947,2024-03-30,436667154432.0,large_cap,2024-04-01,472.1549072265625,90,-0.0839963127211637,2024-07-01,0.03515137311192418,2024-09-30,0.15069018196728812,2025-04-02
MCD,2023-12-31,,25495000000.0,14564000000.0,11747000000.0,8469000000.0,13861000000.0,,2435000000.0,9612000000.0,-2357000000.0,7255000000.0,56147000000.0,53091000000.0,-4706000000.0,4579000000.0,7986000000.0,6859000000.0,23182000000.0,,0.09977568803381942,,0.5712492645616788,0.46075701117866247,0.3321827809374387,0.5436752304373407,0.37701510100019614,0.2845656010982546,0.09244949990194155,0.0,0.0955089233182977,0.9455714463818191,11.281555461113472,0.08155377847436195,1.1643096661320893,0.4540759078846599,2024-03-30,196376723456.0,large_cap,2024-04-01,267.3814697265625,90,-0.10208740319641851,2024-07-01,0.1001017399192563,2024-09-30,0.13895282983981394,2025-04-02
MDLZ,2023-12-31,,36016000000.0,13764000000.0,5611000000.0,4959000000.0,7645000000.0,,8002000000.0,4714000000.0,-1112000000.0,3602000000.0,71391000000.0,19945000000.0,28332000000.0,1810000000.0,11703000000.0,19013000000.0,31496000000.0,,0.143510287020574,,0.38216348289649044,0.15579187027987562,0.1376888049755664,0.2122667703243003,0.13088627276765882,0.10001110617503332,0.0308751665926255,0.0,0.2221790315415371,0.2793769522768976,0.7039743046731611,0.025353335854659553,0.615526218902856,0.5044893614040985,2024-03-30,77583794176.0,large_cap,2024-04-01,65.67108154296875,90,-0.058787367966132376,2024-07-01,0.06960665176517611,2024-09-30,-0.025465168152943196,2025-04-02
META,2023-12-31,,134902000000.0,108943000000.0,46751000000.0,39098000000.0,59052000000.0,38483000000.0,23709000000.0,71113000000.0,-27045000000.0,44068000000.0,229623000000.0,37234000000.0,153168000000.0,41862000000.0,85365000000.0,31960000000.0,116609000000.0,,0.15687468377226454,,0.8075714222176098,0.3465552771641636,0.28982520644616094,0.43773998902907296,0.5271456316437118,0.3266667655038472,0.2004788661398645,0.2852663414923426,0.17574980356110362,0.16215274602282873,0.2430925519690797,0.1823075214590873,2.6709949937421777,0.5874934131162819,2024-03-30,1559175626752.0,large_cap,2024-04-01,488.04144287109375,90,0.028149137245029543,2024-07-01,0.16730429232056587,2024-09-30,0.19275504181991376,2025-04-02
MMM,2023-12-31,,24610000000.0,9627000000.0,-10725000000.0,-6995000000.0,-8343000000.0,1154000000.0,19198000000.0,6680000000.0,-1615000000.0,5065000000.0,50580000000.0,16751000000.0,4807000000.0,5735000000.0,16379000000.0,15297000000.0,26161000000.0,,-0.05928672451358896,,0.3911824461600975,-0.4357984559122308,-0.2842340511986997,-0.33900853311661927,0.27143437626980904,0.20581064607882973,0.06562373019097928,0.0468915075172694,0.7800893945550589,0.3311783313562673,3.4847097982109423,0.11338473705021748,1.0707328234294307,0.48655595096876236,2024-03-30,76263563264.0,large_cap,2024-04-01,90.26274108886719,90,0.07752340097361854,2024-07-01,0.47193599008969556,2024-09-30,0.6073777199706734,2025-04-02
MRK,2023-12-31,,60115000000.0,43989000000.0,2954000000.0,365000000.0,6907000000.0,30531000000.0,10504000000.0,13006000000.0,-3863000000.0,9143000000.0,106675000000.0,35055000000.0,37581000000.0,6841000000.0,32168000000.0,25694000000.0,59283000000.0,,0.014034377477523119,,0.731747483989021,0.04913914996257174,0.006071695916160692,0.11489644847375863,0.216351992015304,0.15209182400399235,0.06426016801131165,0.5078765699076769,0.17473176411877236,0.32861495195687834,0.9327851840025545,0.06412936489336771,1.251965439402195,0.5635340988985236,2024-03-30,275089031168.0,large_cap,2024-04-01,122.75997924804688,90,-0.017748226954762303,2024-07-01,-0.1220423661418899,2024-09-30,-0.31928636187698545,2025-04-02
MRNA,2023-12-31,,6754000000.0,2061000000.0,-4239000000.0,-4714000000.0,-3618000000.0,4845000000.0,1549000000.0,-3118000000.0,-707000000.0,-3825000000.0,18426000000.0,1243000000.0,13854000000.0,2907000000.0,10325000000.0,3015000000.0,18875000000.0,,-0.6421721854304636,,0.3051525022209061,-0.6276280722534794,-0.6979567663606752,-0.5356825584838614,-0.4616523541604975,-0.566331063073734,0.1046787089132366,0.7173526798933965,0.22934557299378147,0.0674590252903506,0.08972138010682836,0.15776619993487465,3.4245439469320065,0.366547270161728,2024-03-30,19458398208.0,mid_cap,2024-04-01,105.5999984741211,90,0.09801135060297872,2024-07-01,-0.36714012503103954,2024-09-30,-0.737500002709302,2025-04-02
MS,2023-12-31,,50667000000.0,,,9087000000.0,,,25456000000.0,-33536000000.0,-3412000000.0,-36948000000.0,1193693000000.0,276387000000.0,99038000000.0,58661000000.0,,,50210000000.0,,0.009101772555267784,,,,0.1793475042927349,,-0.6618903823001164,-0.7292320445260229,0.06734166222590642,0.0,0.5024177472516628,0.2315394326681986,2.790716694602072,0.04914245119976409,,0.04244558693064297,2024-03-30,303643099136.0,large_cap,2024-04-01,87.68756866455078,90,0.06999199974594084,2024-07-01,0.13492569856487013,2024-09-30,0.31754239503853743,2025-04-02
NEE,2023-12-31,,28114000000.0,17976000000.0,9832000000.0,7310000000.0,16763000000.0,,,11301000000.0,-9548000000.0,1753000000.0,177489000000.0,73211000000.0,47468000000.0,2690000000.0,15361000000.0,27963000000.0,20956000000.0,,0.34157281924031313,,0.6393967418368073,0.3497190012093619,0.26001280500818097,0.5962509781603471,0.40197054848118374,0.0623532759479263,0.33961727253325746,0.0,0.0,0.41248190028677834,1.5423232493469285,0.0151558688144054,0.5493330472409971,0.1583985486424511,2024-03-30,194687483904.0,large_cap,2024-04-01,59.86212921142578,90,0.11001537167632591,2024-07-01,0.3510347428433638,2024-09-30,0.14336837895407095,2025-04-02
NEM,2023-12-31,,11812000000.0,3005000000.0,708000000.0,-2494000000.0,320000000.0,200000000.0,299000000.0,2763000000.0,-2666000000.0,97000000.0,55506000000.0,9436000000.0,29027000000.0,3002000000.0,7512000000.0,5998000000.0,11915000000.0,,-0.008644565673520788,,0.25440230274297326,0.05993904503894345,-0.21114121232644767,0.027091093802912292,0.23391466305452083,0.008211987809007788,0.22570267524551305,0.016931933626820182,0.025313240772096172,0.1699996396785933,0.3250766527715575,0.05408424314488524,1.2524174724908304,0.21280582279393218,2024-03-30,116427300864.0,large_cap,2024-04-01,35.15553665161133,90,0.15015267779413488,2024-07-01,0.4831907939104234,2024-09-30,0.3683395051527196,2025-04-02
NET,2023-12-31,,1296745000.0,989740000.0,-185485000.0,-183949000.0,-36170000.0,358143000.0,817082000.0,254406000.0,-134942000.0,119464000.0,2759767000.0,1435203000.0,763047000.0,86864000.0,1983077000.0,567084000.0,975241000.0,,0.32966620558405557,,0.7632495209158315,-0.14303891667212906,-0.14185441239410987,-0.027892916494761884,0.19618814801676504,0.09212605408156577,0.10406209393519929,0.2761861429965028,0.6301022945914578,0.5200449893052566,1.8808841395090996,0.03147512090694613,3.4969722298636534,0.469874811895352,2024-03-30,69830787072.0,large_cap,2024-04-01,95.66000366210938,90,-0.12241277718563881,2024-07-01,-0.15440104230637086,2024-09-30,0.24973864180512462,2025-04-02
NFLX,2023-12-31,,33723297000.0,14007929000.0,6954003000.0,5407990000.0,21508387000.0,2675758000.0,4378168000.0,7274301000.0,-348552000.0,6925749000.0,48731992000.0,14543261000.0,20588313000.0,7116913000.0,9918133000.0,8860655000.0,31615550000.0,,0.0666680478435453,,0.4153783955346952,0.2062076848535895,0.16036362043723068,0.6377901603155824,0.21570551064446636,0.20536986641608618,0.010335644228380162,0.07934449588366167,0.12982621479744402,0.29843354238423087,0.7063842967609828,0.14604190610554152,1.119345353136986,0.6920155654626226,2024-03-30,366423670784.0,large_cap,2024-04-01,61.430999755859375,90,0.09653107272782369,2024-07-01,0.15457997159422554,2024-09-30,0.522879365872633,2025-04-02
NOC,2023-12-31,,39290000000.0,6551000000.0,2537000000.0,2056000000.0,4229000000.0,,4014000000.0,3875000000.0,-1775000000.0,2100000000.0,46544000000.0,15678000000.0,14795000000.0,3109000000.0,13706000000.0,11942000000.0,36602000000.0,,0.07343860991202678,,0.1667345380503945,0.06457113769406973,0.05232883685416136,0.10763553066938152,0.09862560447951133,0.053448714685670654,0.04517688979384067,0.0,0.10216340035632476,0.3368425575799244,1.0596823251098344,0.06679700928154005,1.1477139507620164,0.8441474733585425,2024-03-30,76796076032.0,large_cap,2024-04-01,456.0524597167969,90,-0.07303180750280702,2024-07-01,0.12974507972368987,2024-09-30,0.10531067235539893,2025-04-02
NOW,2023-12-31,,8971000000.0,7050000000.0,762000000.0,1731000000.0,1324000000.0,2124000000.0,4164000000.0,3398000000.0,-697000000.0,2701000000.0,17387000000.0,2284000000.0,7628000000.0,1897000000.0,7777000000.0,7365000000.0,7245000000.0,,0.23823326432022074,,0.7858655668264407,0.08494036339315572,0.19295507747185375,0.14758666815293725,0.3787760561810278,0.30108126184371864,0.07769479433730911,0.23676290268643407,0.46416230074685094,0.1313625122217749,0.2994231777661248,0.10910450336458273,1.055940257976918,0.515960200149537,2024-03-30,98046451712.0,large_cap,2024-04-01,153.6739959716797,90,0.026797061198098104,2024-07-01,0.16400959609594867,2024-09-30,0.07243908583096381,2025-04-02
NSC,2023-12-31,,12156000000.0,4435000000.0,4326000000.0,1827000000.0,4340000000.0,,-117000000.0,3179000000.0,-2327000000.0,852000000.0,41652000000.0,17571000000.0,12781000000.0,1568000000.0,3271000000.0,2632000000.0,12745000000.0,,-0.046214201647704956,,0.3648404080289569,0.3558736426456071,0.15029615004935834,0.35702533728200064,0.2615169463639355,0.0700888450148075,0.191428101349128,0.0,-0.0096248766041461,0.4218524920772112,1.3747750567248258,0.03764525112839719,1.2427811550151975,0.29184673004897727,2024-03-30,70960480256.0,large_cap,2024-04-01,240.51443481445312,90,-0.14555294215572112,2024-07-01,-0.002618200301807705,2024-09-30,-0.03208752956569816,2025-04-02
NXPI,2023-12-31,,13276000000.0,7553000000.0,3676000000.0,2797000000.0,4896000000.0,2418000000.0,1159000000.0,3513000000.0,-1006000000.0,2507000000.0,24353000000.0,11175000000.0,8644000000.0,3648000000.0,7864000000.0,4111000000.0,13205000000.0,,0.005376751230594445,,0.5689213618559807,0.2768906297077433,0.21068092799035854,0.3687857788490509,0.26461283519132267,0.1888369990961133,0.0757758360952094,0.18213317264236215,0.08730039168424224,0.45887570319878457,1.2928042572882925,0.1497967396214019,1.912916565312576,0.5451484416704308,2024-03-30,73595314176.0,large_cap,2024-04-01,237.49403381347656,90,0.08261097482082369,2024-07-01,-0.01763960327693781,2024-09-30,-0.1997809232589557,2025-04-02
O,2023-12-31,,4078993000.0,3762029000.0,1722316000.0,872309000.0,3617493000.0,,144536000.0,2958769000.0,,2958769000.0,57779357000.0,21989695000.0,32941467000.0,232923000.0,2897717000.0,1890713000.0,3343681000.0,,0.21991093049845367,,0.9222935660835897,0.4222404892580105,0.2138540075945215,0.8868593302317508,0.7253675110499086,0.7253675110499086,,0.0,0.03543423585183892,0.38058047271104106,0.6675384250494977,0.004031249430484316,1.5326054245144556,0.07059602618976878,2024-03-30,56993943552.0,large_cap,2024-04-01,47.64091873168945,90,-0.006068486588082567,2024-07-01,0.21456105283614146,2024-09-30,0.12988241206247442,2025-04-02
OPEN,2023-12-31,,6946000000.0,487000000.0,-372000000.0,-275000000.0,9000000.0,167000000.0,692000000.0,2344000000.0,-37000000.0,2307000000.0,3567000000.0,2534000000.0,967000000.0,999000000.0,3445000000.0,70000000.0,15567000000.0,,-0.5537997045031156,,0.0701122948459545,-0.05355600345522603,-0.039591131586524615,0.001295709761013533,0.3374604088684135,0.33213360207313564,0.005326806795277857,0.024042614454362222,0.09962568384681832,0.7104008971124194,2.6204756980351602,0.280067283431455,49.214285714285715,1.9472946453602467,2024-03-30,4225546496.0,low_cap,2024-04-01,2.9100000858306885,90,-0.384879756337858,2024-07-01,-0.31271479690383575,2024-09-30,-0.6529209757136683,2025-04-02
ORLY,2023-12-31,,15812250000.0,8104803000.0,3186376000.0,2346581000.0,3615479000.0,,4918427000.0,3034084000.0,-1006264000.0,2027820000.0,13872995000.0,7841005000.0,-1739278000.0,279132000.0,5558302000.0,7661353000.0,14409860000.0,,0.09732155621220473,,0.5125648152539961,0.2015131306423817,0.14840272573479424,0.22865050830843175,0.19188186374488134,0.1282436085946023,0.06363825515027906,0.0,0.3110516846116144,0.5651991513007826,4.50819535462416,0.020120529128713736,0.7254987467618318,1.139786325879884,2024-03-30,73332998144.0,large_cap,2024-04-01,75.35199737548828,90,-0.10082450964341039,2024-07-01,0.01886258310984923,2024-09-30,0.2536805157516242,2025-04-02
PEP,2023-12-31,,91471000000.0,49590000000.0,12913000000.0,9074000000.0,15754000000.0,,36677000000.0,13442000000.0,-5518000000.0,7924000000.0,100495000000.0,44661000000.0,18503000000.0,9711000000.0,26950000000.0,31647000000.0,86392000000.0,,0.05879016575608853,,0.5421390386023985,0.1411704255993703,0.09920083961036831,0.17222944977096566,0.14695367930819603,0.086628548939008,0.060325130369188046,0.0,0.4009686130030283,0.4444101696601821,2.4137166945900663,0.09663167321757302,0.851581508515815,0.9102044877854619,2024-03-30,203838226432.0,large_cap,2024-04-01,160.9637451171875,90,-0.05090511635314321,2024-07-01,-0.001641969035692803,2024-09-30,-0.10926056885444202,2025-04-02
PFE,2023-12-31,,59554000000.0,34600000000.0,4223000000.0,2119000000.0,9557000000.0,10873000000.0,14771000000.0,8700000000.0,-3907000000.0,4793000000.0,226501000000.0,70845000000.0,89014000000.0,2853000000.0,43333000000.0,47794000000.0,101175000000.0,,-0.41137632814430447,,0.5809853242435437,0.07091043422775968,0.03558115323907714,0.1604762064680794,0.1460859052288679,0.08048157974275448,0.06560432548611345,0.18257379856936562,0.2480270007052423,0.31278007602615443,0.7958860403981396,0.012595970878715767,0.9066619240908901,0.2629304064882716,2024-03-30,144366927872.0,large_cap,2024-04-01,23.924819946289062,90,0.03339037218969887,2024-07-01,0.07471234494753287,2024-09-30,-0.05309668054264938,2025-04-02
PGR,2023-12-31,,62083000000.0,,,3903000000.0,,,,10643000000.0,-252000000.0,10391000000.0,88691000000.0,6889000000.0,20277000000.0,85000000.0,,,49587000000.0,,0.25200153265976977,,,,0.06286745163732423,,0.17143179292237812,0.16737271072596363,0.004059082196414477,0.0,0.0,0.07767417212569483,0.33974453814666866,0.0009583836014928234,,0.6999921074291642,2024-03-30,116709515264.0,large_cap,2024-04-01,193.1011962890625,90,-0.0018584631626192838,2024-07-01,0.20981771746998046,2024-09-30,0.36712703515110134,2025-04-02
PLD,2023-12-31,,8023469000.0,6013134000.0,3084483000.0,3059214000.0,6567797000.0,,390406000.0,5373058000.0,,5373058000.0,93020840000.0,29598064000.0,53181724000.0,530388000.0,1794979000.0,3289062000.0,5973692000.0,,0.34313402833624496,,0.7494431647956763,0.3844325939316273,0.38128320804878785,0.8185732380844246,0.669667696105014,0.669667696105014,,0.0,0.04865800565815111,0.318187451328111,0.5565457787716698,0.00570181907624141,0.5457419166923578,0.08625453178019034,2024-03-30,131021455360.0,large_cap,2024-04-01,119.54751586914062,90,-0.11729715089322246,2024-07-01,0.0031005788887490393,2024-09-30,-0.09184035413890013,2025-04-02
PNC,2023-12-31,,21509000000.0,,,5578000000.0,,,7778000000.0,10111000000.0,,10111000000.0,561580000000.0,72737000000.0,51105000000.0,50725000000.0,,,21114000000.0,,0.018707966278298738,,,,0.25933330233855595,,0.47008229113394395,0.47008229113394395,,0.0,0.3616160676925938,0.12952206275152248,1.4232853928187066,0.09032551016774101,,0.03830086541543502,2024-03-30,85469020160.0,large_cap,2024-04-01,147.69557189941406,90,-0.013838390631959019,2024-07-01,0.17867885505441095,2024-09-30,0.1475371813702473,2025-04-02
PYPL,2023-12-31,,29771000000.0,13704000000.0,4944000000.0,4246000000.0,6830000000.0,2973000000.0,3868000000.0,4843000000.0,-623000000.0,4220000000.0,82166000000.0,9676000000.0,21051000000.0,9081000000.0,62569000000.0,48466000000.0,27518000000.0,,0.08187368268042738,,0.4603137281246851,0.16606764972624366,0.14262201471230393,0.22941788989284875,0.16267508649356757,0.14174868160290216,0.020926404890665412,0.09986228208659434,0.12992509489100132,0.11776160455662926,0.45964562253574653,0.11052016649222306,1.2909874963892214,0.36232748338728915,2024-03-30,39174303744.0,mid_cap,2024-04-01,64.68416595458984,90,-0.11102554609229254,2024-07-01,0.19990781152268688,2024-09-30,0.03260035080216128,2025-04-02
REGN,2023-12-31,,13117200000.0,11301400000.0,4047100000.0,3953600000.0,4693300000.0,4625100000.0,2631300000.0,4594000000.0,-926400000.0,3667600000.0,33080200000.0,2702900000.0,25973100000.0,2730000000.0,19479200000.0,3423400000.0,12172900000.0,,0.07757395526127708,,0.8615710669960053,0.3085338334400634,0.3014057878205715,0.357797395785686,0.35022718263043945,0.279602354160949,0.07062482846949043,0.3525981154514683,0.2005992132467295,0.0817074866536478,0.10406535993008151,0.08252670781917884,5.690015773792137,0.3965272277676677,2024-03-30,73203851264.0,large_cap,2024-04-01,962.8056030273438,90,0.09048713543228049,2024-07-01,0.08452388069002281,2024-09-30,-0.3537630446197487,2025-04-02
RTX,2023-12-31,,68920000000.0,12089000000.0,3561000000.0,3195000000.0,9700000000.0,2805000000.0,5809000000.0,7883000000.0,-3166000000.0,4717000000.0,161869000000.0,45239000000.0,59798000000.0,6587000000.0,48417000000.0,46761000000.0,67074000000.0,,0.027521841548140857,,0.1754062681369704,0.05166860127684272,0.046358096343586765,0.140742890307603,0.1143789901334881,0.06844167150319211,0.045937318630295994,0.0406993615786419,0.08428612884503772,0.27947908493905566,0.7565303187397572,0.040693400218695365,1.0354141271572463,0.4257763994341103,2024-03-30,230525255680.0,large_cap,2024-04-01,94.07389068603516,90,0.024436490695029622,2024-07-01,0.2534898758383004,2024-09-30,0.3918807362551886,2025-04-02
RUN,2023-12-31,,2259813000.0,163061000.0,-820643000.0,-1604497000.0,-1510874000.0,21816000.0,961888000.0,-820740000.0,-2608143000.0,-3428883000.0,20450237000.0,11086948000.0,5230228000.0,678821000.0,1882259000.0,1488159000.0,2321422000.0,,-0.026539336665199142,,0.07215685545662406,-0.3631464196373771,-0.7100131736564043,-0.6685836394427327,-0.3631893435430277,-1.517330416277807,1.1541410727347794,0.009653896140963876,0.4256493789530373,0.5421427634310546,2.1197829234213117,0.03319379623815607,1.264823852827554,0.11050302253220831,2024-03-30,3337304320.0,low_cap,2024-04-01,12.739999771118164,90,-0.14324959513754842,2024-07-01,0.41758240113039613,2024-09-30,-0.46781787035987654,2025-04-02
SCHW,2023-12-31,,18837000000.0,,,5067000000.0,,,6712000000.0,19587000000.0,-700000000.0,18887000000.0,493178000000.0,59081000000.0,40958000000.0,43337000000.0,,,20762000000.0,,-0.09271746459878627,,,,0.26899187768752986,,1.0398152572065615,1.0026543504804375,0.03716090672612412,0.0,0.35632000849392154,0.1197965034936676,1.4424776600419942,0.08787293837113577,,0.03819513441394385,2024-03-30,158052630528.0,large_cap,2024-04-01,70.24403381347656,90,0.017839202365671714,2024-07-01,-0.09793086279977925,2024-09-30,0.1012638608818961,2025-04-02
SEDG,2023-12-31,,2976528000.0,703823000.0,71392000.0,34329000.0,142494000.0,321482000.0,310822000.0,-180113000.0,-181123000.0,-361236000.0,4587731000.0,732047000.0,2411909000.0,338468000.0,3304306000.0,893231000.0,3110279000.0,,-0.04300289459562956,,0.23645771180381975,0.023984991910037466,0.011533236038767316,0.04787255486929738,-0.060511105556541045,-0.12136153263130735,0.0608504270747663,0.10800570328920138,0.10442434944337832,0.1595662430948981,0.3035135239347753,0.073776775490978,3.6992737600911747,0.6488017715075274,2024-03-30,3756131840.0,low_cap,2024-04-01,70.95999908447266,90,-0.6622040639428424,2024-07-01,-0.6771420498450198,2024-09-30,-0.7628241242834406,2025-04-02
SHAK,2023-12-31,,1087533000.0,478238000.0,28159000.0,20264000.0,111737000.0,,209388000.0,132139000.0,-146167000.0,-14028000.0,1605857000.0,771329000.0,443417000.0,224653000.0,334432000.0,164067000.0,900486000.0,,0.20771783237052,,0.43974573645121573,0.02589254762843978,0.01863299780328505,0.10274354893138875,0.1215034394358608,-0.012898918929356627,0.1344023583652174,0.0,0.19253484721842923,0.48032234501577664,1.7395115658623823,0.1398960181386014,2.0383867566299134,0.6772290434328835,2024-03-30,2584431616.0,low_cap,2024-04-01,106.44999694824219,90,-0.18675432431514272,2024-07-01,-0.030436805605028594,2024-09-30,-0.1008924205887155,2025-04-02
SHOP,2023-12-31,,7060000000.0,3515000000.0,74000000.0,132000000.0,144000000.0,1730000000.0,1711000000.0,944000000.0,-39000000.0,905000000.0,11299000000.0,1150000000.0,9066000000.0,1405000000.0,6275000000.0,898000000.0,5600000000.0,,0.2607142857142857,,0.4978753541076487,0.010481586402266289,0.018696883852691217,0.020396600566572238,0.13371104815864024,0.1281869688385269,0.005524079320113315,0.24504249291784702,0.2423512747875354,0.1017789184883618,0.1268475623207589,0.12434728737056376,6.987750556792873,0.6248340561111603,2024-03-30,130128805888.0,large_cap,2024-04-01,78.19000244140625,90,-0.17342377240811357,2024-07-01,0.024939210734818307,2024-09-30,0.2872489881465812,2025-04-02
SHW,2023-12-31,,23051900000.0,10758100000.0,3606400000.0,2388800000.0,4149900000.0,,7071000000.0,3521900000.0,-888400000.0,2633500000.0,22954400000.0,11809700000.0,3715800000.0,276800000.0,5512900000.0,6626900000.0,22148900000.0,,0.04076951902803305,,0.46669038127009055,0.156446974002143,0.10362703291268832,0.1800242062476412,0.15278133255827067,0.11424220996967711,0.038539122588593565,0.0,0.3067426112381192,0.5144852403025129,3.1782388718445556,0.012058690272888858,0.831897267198841,1.0042475516676541,2024-03-30,74015350784.0,large_cap,2024-04-01,332.39666748046875,90,-0.12331428628088903,2024-07-01,0.13349710529973713,2024-09-30,0.05454833072499077,2025-04-02
SLB,2023-12-31,,33135000000.0,6563000000.0,5488000000.0,4203000000.0,7544000000.0,711000000.0,364000000.0,6637000000.0,-2092000000.0,4545000000.0,47957000000.0,11965000000.0,20189000000.0,2900000000.0,17718000000.0,13395000000.0,28091000000.0,,0.17955928945213762,,0.19806850762034103,0.16562547155575674,0.12684472612041647,0.22767466425230118,0.20030179568432172,0.1371661385242191,0.06313565716010261,0.02145767315527388,0.010985362909310396,0.2494943386783994,0.5926494625786319,0.06047083845945326,1.3227323628219485,0.6909314594324082,2024-03-30,82796298240.0,large_cap,2024-04-01,52.19978332519531,90,-0.1510873393910782,2024-07-01,-0.23046428420051068,2024-09-30,-0.21573232991275848,2025-04-02
SO,2023-12-31,,25253000000.0,11776000000.0,5826000000.0,3976000000.0,11777000000.0,,,7553000000.0,-9095000000.0,-1542000000.0,139331000000.0,63490000000.0,31444000000.0,748000000.0,10432000000.0,13467000000.0,29279000000.0,,-0.1375046961986407,,0.46632083316833645,0.23070526274106046,0.15744664000316794,0.46636043242387043,0.2990931770482715,-0.06106205203342177,0.3601552290816933,0.0,0.0,0.4556774874220382,2.0191451469278716,0.0053685109559250994,0.774634291230415,0.18124466199194722,2024-03-30,104331722752.0,large_cap,2024-04-01,66.53560638427734,90,0.09289475751222209,2024-07-01,0.29060108669291385,2024-09-30,0.3285949761236011,2025-04-02
SRE,2023-12-31,,16720000000.0,6620000000.0,3716000000.0,3075000000.0,6163000000.0,,,6218000000.0,-8397000000.0,-2179000000.0,87181000000.0,31076000000.0,28695000000.0,236000000.0,5470000000.0,10090000000.0,14439000000.0,,0.1579749290117045,,0.39593301435406697,0.2222488038277512,0.18391148325358853,0.36860047846889954,0.37188995215311005,-0.13032296650717703,0.502212918660287,0.0,0.0,0.35645381447792523,1.082976128245339,0.0027070118489120336,0.5421209117938554,0.1917849072619034,2024-03-30,59113189376.0,large_cap,2024-04-01,67.09452819824219,90,0.05921688965039973,2024-07-01,0.190462842955607,2024-09-30,0.05350051749934681,2025-04-02
