symbol,fiscal_period_end,error,total_revenue,gross_profit,operating_income,net_income,ebitda,research_development,selling_general_admin,operating_cash_flow,capital_expenditure,free_cash_flow,total_assets,total_debt,stockholders_equity,cash,current_assets,current_liabilities
DXCM,2025-12-31,,4662000000.0,2801900000.0,911800000.0,836300000.0,1358500000.0,599100000.0,1291000000.0,1440700000.0,-363500000.0,1077200000.0,6339900000.0,1389700000.0,2746000000.0,917700000.0,4033300000.0,2142500000.0
ECL,2021-12-31,,,,,,,,,,,,,,,,,
ECL,2022-12-31,,14187800000.0,5356800000.0,1703000000.0,1091700000.0,2534200000.0,,3653800000.0,1788400000.0,-712800000.0,1075600000.0,21464300000.0,9026500000.0,7236100000.0,598600000.0,5494200000.0,4210400000.0
ECL,2023-12-31,,15320200000.0,6165300000.0,2103700000.0,1372300000.0,3028000000.0,,4061600000.0,2411800000.0,-774800000.0,1637000000.0,21846600000.0,8733400000.0,8044700000.0,919500000.0,5644100000.0,4345800000.0
ECL,2024-12-31,,15741400000.0,6841700000.0,2613500000.0,2112400000.0,3846900000.0,,4228200000.0,2813900000.0,-994500000.0,1819400000.0,22387800000.0,8282700000.0,8757300000.0,1256800000.0,6025700000.0,4792800000.0
ECL,2025-12-31,,16081200000.0,7150400000.0,2892500000.0,2075600000.0,3830500000.0,,4257900000.0,2952600000.0,-1048300000.0,1904300000.0,24696300000.0,8997500000.0,9770800000.0,646200000.0,5955600000.0,5534700000.0
EL,2022-06-30,,17737000000.0,13432000000.0,3544000000.0,2390000000.0,3930000000.0,,9888000000.0,3040000000.0,-1040000000.0,2000000000.0,20910000000.0,7645000000.0,5590000000.0,3957000000.0,9298000000.0,5815000000.0
EL,2023-06-30,,15910000000.0,11346000000.0,1771000000.0,1006000000.0,2396000000.0,,9575000000.0,1731000000.0,-3289000000.0,-1558000000.0,23415000000.0,10169000000.0,5585000000.0,4029000000.0,9139000000.0,6240000000.0
EL,2024-06-30,,15608000000.0,11184000000.0,1563000000.0,390000000.0,1975000000.0,,9621000000.0,2360000000.0,-919000000.0,1441000000.0,21677000000.0,9826000000.0,5314000000.0,3395000000.0,7922000000.0,5702000000.0
EL,2025-06-30,,14326000000.0,10597000000.0,1141000000.0,-1133000000.0,146000000.0,,9456000000.0,1272000000.0,-602000000.0,670000000.0,19892000000.0,9467000000.0,3865000000.0,2921000000.0,7069000000.0,5435000000.0
ELV,2021-12-31,,,,,,,,15914000000.0,,,,,,,,,
ELV,2022-12-31,,156595000000.0,,,5894000000.0,,,17686000000.0,8399000000.0,-1152000000.0,7247000000.0,102755000000.0,24114000000.0,36243000000.0,7387000000.0,,
ELV,2023-12-31,,171340000000.0,,,5987000000.0,,,,8061000000.0,-1296000000.0,6765000000.0,108928000000.0,25120000000.0,39306000000.0,6526000000.0,,
ELV,2024-12-31,,176810000000.0,,,5980000000.0,,,,5808000000.0,-1256000000.0,4552000000.0,116889000000.0,31232000000.0,41315000000.0,8288000000.0,,
ELV,2025-12-31,,199125000000.0,,,5662000000.0,,,,4290000000.0,-1116000000.0,3174000000.0,121494000000.0,32046000000.0,43882000000.0,9491000000.0,,
EMR,2022-09-30,,13804000000.0,6306000000.0,2356000000.0,3231000000.0,3502000000.0,,3614000000.0,2922000000.0,-299000000.0,2623000000.0,35672000000.0,10686000000.0,10364000000.0,1804000000.0,8506000000.0,7777000000.0
EMR,2023-09-30,,15165000000.0,7427000000.0,2759000000.0,13219000000.0,4215000000.0,,4186000000.0,637000000.0,-363000000.0,274000000.0,42746000000.0,8561000000.0,20689000000.0,8051000000.0,13819000000.0,5032000000.0
EMR,2024-09-30,,17492000000.0,8885000000.0,2666000000.0,1968000000.0,4032000000.0,,5142000000.0,3332000000.0,-419000000.0,2913000000.0,44246000000.0,8356000000.0,21636000000.0,3588000000.0,10192000000.0,5742000000.0
EMR,2025-09-30,,18016000000.0,9519000000.0,3532000000.0,2293000000.0,4839000000.0,,5103000000.0,3098000000.0,-431000000.0,2667000000.0,41964000000.0,13759000000.0,20282000000.0,1544000000.0,8583000000.0,9797000000.0
ENPH,2021-12-31,,,,,,,,,,,,,,,,,
ENPH,2022-12-31,,2330853000.0,974595000.0,450645000.0,397362000.0,520261000.0,168846000.0,355104000.0,744817000.0,-46443000.0,698374000.0,3084280000.0,1295728000.0,825573000.0,473244000.0,2264271000.0,638219000.0
ENPH,2023-12-31,,2290786000.0,1058388000.0,461425000.0,438936000.0,596686000.0,227336000.0,369627000.0,696780000.0,-110401000.0,586379000.0,3383012000.0,1298958000.0,983624000.0,288748000.0,2443518000.0,532449000.0
ENPH,2024-12-31,,1330383000.0,629138000.0,90446000.0,102658000.0,210453000.0,201315000.0,337377000.0,513693000.0,-33604000.0,480089000.0,3249676000.0,1308195000.0,833016000.0,369110000.0,2327084000.0,660091000.0
ENPH,2025-12-31,,1472985000.0,687004000.0,164657000.0,172133000.0,289980000.0,189075000.0,333272000.0,136540000.0,-40639000.0,95901000.0,3509792000.0,1212588000.0,1087023000.0,474318000.0,2606860000.0,1262150000.0
EOG,2021-12-31,,,,,,,,,,,,,,,,,
EOG,2022-12-31,,29492000000.0,23032000000.0,14256000000.0,7759000000.0,13622000000.0,,7105000000.0,11093000000.0,-5000000000.0,6093000000.0,41371000000.0,5374000000.0,24779000000.0,5972000000.0,10475000000.0,5513000000.0
EOG,2023-12-31,,23182000000.0,16616000000.0,8892000000.0,7594000000.0,13329000000.0,,6349000000.0,11340000000.0,-6185000000.0,5155000000.0,43857000000.0,4124000000.0,28090000000.0,5278000000.0,9935000000.0,4074000000.0
EOG,2024-12-31,,23378000000.0,15976000000.0,8253000000.0,6403000000.0,12464000000.0,,6386000000.0,12143000000.0,-6372000000.0,5771000000.0,47186000000.0,5067000000.0,29351000000.0,7092000000.0,11230000000.0,5354000000.0
EOG,2025-12-31,,22582000000.0,14312000000.0,7250000000.0,4980000000.0,11058000000.0,,5615000000.0,10044000000.0,-6594000000.0,3450000000.0,51799000000.0,8408000000.0,29833000000.0,3396000000.0,7656000000.0,4691000000.0
EQIX,2021-12-31,,,,,,,,,,,,,,,,,
EQIX,2022-12-31,,7263000000.0,3512000000.0,1226000000.0,705000000.0,2922000000.0,,2286000000.0,2963000000.0,-2278000000.0,685000000.0,30310742000.0,16469554000.0,11505966000.0,1906421000.0,3305255000.0,1838298000.0
EQIX,2023-12-31,,8188000000.0,3960000000.0,1451000000.0,969000000.0,3370000000.0,,2509000000.0,3217000000.0,-2781000000.0,436000000.0,32651000000.0,17454000000.0,12489000000.0,2096000000.0,3568000000.0,3162000000.0
EQIX,2024-12-31,,8748000000.0,4281000000.0,1624000000.0,815000000.0,3443000000.0,,2657000000.0,3249000000.0,-3066000000.0,183000000.0,35085000000.0,18961000000.0,13528000000.0,3081000000.0,5447000000.0,3349000000.0
EQIX,2025-12-31,,9217000000.0,4709000000.0,1966000000.0,1350000000.0,4101000000.0,,2743000000.0,3911000000.0,-4311000000.0,-400000000.0,40141000000.0,22726000000.0,14156000000.0,1727000000.0,5125000000.0,3893000000.0
ETN,2021-12-31,,,,,,,,,,,,,,,,,
ETN,2022-12-31,,20752000000.0,6887000000.0,2995000000.0,2462000000.0,4009000000.0,665000000.0,3227000000.0,2533000000.0,-598000000.0,1935000000.0,35014000000.0,9114000000.0,17038000000.0,294000000.0,8746000000.0,6360000000.0
ETN,2023-12-31,,23196000000.0,8434000000.0,3885000000.0,3218000000.0,4904000000.0,754000000.0,3795000000.0,3624000000.0,-757000000.0,2867000000.0,38432000000.0,9802000000.0,19036000000.0,488000000.0,11675000000.0,7747000000.0
ETN,2024-12-31,,24878000000.0,9503000000.0,4632000000.0,3794000000.0,5617000000.0,794000000.0,4077000000.0,4327000000.0,-808000000.0,3519000000.0,38381000000.0,9821000000.0,18488000000.0,555000000.0,11801000000.0,7857000000.0
ETN,2025-12-31,,27448000000.0,10317000000.0,5209000000.0,4087000000.0,6179000000.0,797000000.0,4311000000.0,4472000000.0,-919000000.0,3553000000.0,41251000000.0,10532000000.0,19425000000.0,622000000.0,12355000000.0,9370000000.0
EXC,2021-12-31,,,,,,,,,,,,,,,,,
EXC,2022-12-31,,19078000000.0,8032000000.0,3317000000.0,2170000000.0,7175000000.0,,,4870000000.0,-7147000000.0,-2277000000.0,95349000000.0,40050000000.0,24744000000.0,407000000.0,7336000000.0,10611000000.0
EXC,2023-12-31,,21727000000.0,8927000000.0,4013000000.0,2328000000.0,7937000000.0,,,4703000000.0,-7408000000.0,-2705000000.0,101856000000.0,44008000000.0,25755000000.0,445000000.0,8087000000.0,9901000000.0
EXC,2024-12-31,,23028000000.0,9405000000.0,4307000000.0,2460000000.0,8175000000.0,,,5569000000.0,-7097000000.0,-1528000000.0,107784000000.0,46649000000.0,26921000000.0,357000000.0,8384000000.0,9611000000.0
EXC,2025-12-31,,24258000000.0,10414000000.0,5145000000.0,2768000000.0,9058000000.0,,,6254000000.0,-8529000000.0,-2275000000.0,116570000000.0,50080000000.0,28798000000.0,626000000.0,9546000000.0,10331000000.0
FCX,2021-12-31,,,,,,,,,,,,,,,,,
FCX,2022-12-31,,22780000000.0,7690000000.0,7034000000.0,3468000000.0,9294000000.0,,420000000.0,5139000000.0,-3469000000.0,1670000000.0,51093000000.0,10952000000.0,15555000000.0,8146000000.0,15613000000.0,6345000000.0
FCX,2023-12-31,,22855000000.0,7160000000.0,6225000000.0,1848000000.0,8589000000.0,,479000000.0,5279000000.0,-4824000000.0,455000000.0,52506000000.0,9853000000.0,16693000000.0,4758000000.0,14065000000.0,5815000000.0
FCX,2024-12-31,,25455000000.0,7660000000.0,6864000000.0,1889000000.0,9467000000.0,,513000000.0,7160000000.0,-4808000000.0,2352000000.0,54848000000.0,9738000000.0,17581000000.0,3923000000.0,13296000000.0,5496000000.0
FCX,2025-12-31,,25915000000.0,7297000000.0,6502000000.0,2204000000.0,8985000000.0,,545000000.0,5610000000.0,-4494000000.0,1116000000.0,58167000000.0,10492000000.0,18899000000.0,3824000000.0,13790000000.0,6019000000.0
FIVE,2022-01-31,,,,,,,,,,,,,,,,,
FIVE,2023-01-31,,3076308000.0,1095491000.0,345043000.0,261528000.0,450660000.0,,644831000.0,314926000.0,-251954000.0,62972000.0,3324911000.0,1496751000.0,1361929000.0,332324000.0,1066379000.0,602560000.0
FIVE,2024-01-31,,3559369000.0,1273825000.0,385571000.0,301106000.0,516318000.0,,757507000.0,499619000.0,-335050000.0,164569000.0,3872037000.0,1738550000.0,1584956000.0,179749000.0,1203542000.0,715926000.0
FIVE,2025-01-31,,3876527000.0,1352662000.0,323817000.0,253611000.0,491264000.0,,861398000.0,430648000.0,-323994000.0,106654000.0,4339574000.0,1981567000.0,1808327000.0,331718000.0,1351367000.0,756442000.0
FIVE,2026-01-31,,4764147000.0,1714686000.0,457399000.0,358641000.0,649522000.0,,1065164000.0,586428000.0,-174741000.0,411687000.0,4937019000.0,2032189000.0,2193290000.0,723699000.0,1916723000.0,954006000.0
GD,2022-12-31,,39407000000.0,6622000000.0,4211000000.0,3390000000.0,5311000000.0,,2411000000.0,4579000000.0,-1114000000.0,3465000000.0,51585000000.0,12114000000.0,18568000000.0,1242000000.0,21063000000.0,15341000000.0
GD,2023-12-31,,42272000000.0,6672000000.0,4245000000.0,3315000000.0,5246000000.0,,2427000000.0,4710000000.0,-904000000.0,3806000000.0,54810000000.0,11083000000.0,21299000000.0,1913000000.0,23615000000.0,16432000000.0
GD,2024-12-31,,47716000000.0,7364000000.0,4796000000.0,3782000000.0,5819000000.0,,2568000000.0,4112000000.0,-916000000.0,3196000000.0,55880000000.0,10676000000.0,22063000000.0,1697000000.0,24386000000.0,17824000000.0
GD,2025-12-31,,52550000000.0,7951000000.0,5356000000.0,4210000000.0,6429000000.0,,2595000000.0,5120000000.0,-1161000000.0,3959000000.0,57249000000.0,9789000000.0,25622000000.0,2333000000.0,24248000000.0,16796000000.0
GE,2021-12-31,,,,,,,,,,,,,,,,,
GE,2022-12-31,,29139000000.0,7560000000.0,3596000000.0,336000000.0,4045000000.0,808000000.0,3156000000.0,5917000000.0,-662000000.0,5255000000.0,188851000000.0,26148000000.0,33696000000.0,15810000000.0,58382000000.0,49428000000.0
GE,2023-12-31,,35348000000.0,9523000000.0,4717000000.0,9482000000.0,12649000000.0,1011000000.0,3795000000.0,5189000000.0,-862000000.0,4327000000.0,173300000000.0,20525000000.0,27403000000.0,15204000000.0,42556000000.0,32102000000.0
GE,2024-12-31,,38702000000.0,11965000000.0,6761000000.0,6556000000.0,9790000000.0,1286000000.0,3918000000.0,4710000000.0,-1032000000.0,3678000000.0,123140000000.0,19273000000.0,19342000000.0,13619000000.0,37635000000.0,34392000000.0
GE,2025-12-31,,45855000000.0,14438000000.0,8680000000.0,8704000000.0,12063000000.0,1580000000.0,4178000000.0,8537000000.0,-1273000000.0,7264000000.0,130169000000.0,20495000000.0,18677000000.0,12392000000.0,40595000000.0,38981000000.0
GILD,2022-12-31,,27281000000.0,21624000000.0,10974000000.0,4592000000.0,8852000000.0,4977000000.0,5673000000.0,9072000000.0,-728000000.0,8344000000.0,63171000000.0,25230000000.0,21240000000.0,5412000000.0,14443000000.0,11238000000.0
GILD,2023-12-31,,27116000000.0,20618000000.0,8838000000.0,5665000000.0,10496000000.0,5718000000.0,6062000000.0,8006000000.0,-585000000.0,7421000000.0,62125000000.0,24987000000.0,22833000000.0,6085000000.0,16085000000.0,11280000000.0
GILD,2024-12-31,,28754000000.0,22503000000.0,10596000000.0,480000000.0,4434000000.0,5907000000.0,6000000000.0,10828000000.0,-523000000.0,10305000000.0,58995000000.0,26711000000.0,19330000000.0,9991000000.0,19173000000.0,12004000000.0
GILD,2025-12-31,,29442000000.0,23208000000.0,11701000000.0,8510000000.0,13580000000.0,5799000000.0,5708000000.0,10019000000.0,-563000000.0,9456000000.0,59023000000.0,24936000000.0,22702000000.0,7564000000.0,18342000000.0,11813000000.0
GOOGL,2022-12-31,,282836000000.0,156633000000.0,74842000000.0,59972000000.0,85160000000.0,39500000000.0,42291000000.0,91495000000.0,-31485000000.0,60010000000.0,365264000000.0,29679000000.0,256144000000.0,21879000000.0,164795000000.0,69300000000.0
GOOGL,2023-12-31,,307394000000.0,174062000000.0,84293000000.0,73795000000.0,97971000000.0,45427000000.0,44342000000.0,101746000000.0,-32251000000.0,69495000000.0,402392000000.0,27121000000.0,283379000000.0,24048000000.0,171530000000.0,81814000000.0
GOOGL,2024-12-31,,350018000000.0,203712000000.0,112390000000.0,100118000000.0,135394000000.0,49326000000.0,41996000000.0,125299000000.0,-52535000000.0,72764000000.0,450256000000.0,22574000000.0,325084000000.0,23466000000.0,163711000000.0,89122000000.0
GOOGL,2025-12-31,,402836000000.0,240301000000.0,129039000000.0,132170000000.0,180698000000.0,61087000000.0,50175000000.0,164713000000.0,-91447000000.0,73266000000.0,595281000000.0,59291000000.0,415265000000.0,30708000000.0,206038000000.0,102745000000.0
GS,2022-12-31,,47365000000.0,,,11261000000.0,,,15960000000.0,8708000000.0,-3748000000.0,4960000000.0,1441799000000.0,324199000000.0,117189000000.0,241825000000.0,,
GS,2023-12-31,,46254000000.0,,,8516000000.0,,,16128000000.0,-12587000000.0,-2316000000.0,-14903000000.0,1641594000000.0,333248000000.0,116905000000.0,241577000000.0,,
GS,2024-12-31,,53512000000.0,,,14276000000.0,,,17352000000.0,-13212000000.0,-2091000000.0,-15303000000.0,1675972000000.0,342555000000.0,121996000000.0,182092000000.0,,
GS,2025-12-31,,58283000000.0,,,17176000000.0,,,19616000000.0,-45154000000.0,-2064000000.0,-47218000000.0,1809320000000.0,386150000000.0,124972000000.0,164259000000.0,,
GTLB,2022-01-31,,,,,,,,,,,,,,,,,
GTLB,2023-01-31,,424336000.0,372656000.0,-211411000.0,-173407000.0,-205818000.0,156143000.0,427924000.0,-77408000.0,-6070000.0,-83478000.0,1169200000.0,1129000.0,771020000.0,295402000.0,1117962000.0,306296000.0
GTLB,2024-01-31,,579906000.0,520198000.0,-187440000.0,-425677000.0,-180905000.0,200840000.0,506798000.0,35040000.0,-1598000.0,33442000.0,1321403000.0,410000.0,559771000.0,287996000.0,1284459000.0,677157000.0
GTLB,2025-01-31,,759249000.0,674109000.0,-142715000.0,-6326000.0,-131729000.0,239652000.0,577172000.0,-63971000.0,-3765000.0,-67736000.0,1399263000.0,275000.0,775909000.0,227649000.0,1336317000.0,545031000.0
GTLB,2026-01-31,,955224000.0,834481000.0,-70481000.0,-55956000.0,-59136000.0,274574000.0,630388000.0,232856000.0,-10827000.0,222029000.0,1722747000.0,187000.0,990668000.0,229576000.0,1655779000.0,652143000.0
HCA,2021-12-31,,,,,,,,26779000000.0,,,,,,,,,
HCA,2022-12-31,,60233000000.0,23177000000.0,9053000000.0,5643000000.0,13290000000.0,,27685000000.0,8522000000.0,-4395000000.0,4127000000.0,52438000000.0,40200000000.0,-2767000000.0,908000000.0,13643000000.0,9902000000.0
HCA,2023-12-31,,64968000000.0,25579000000.0,9627000000.0,5242000000.0,12721000000.0,,29487000000.0,9431000000.0,-4744000000.0,4687000000.0,56211000000.0,41859000000.0,-1774000000.0,935000000.0,14927000000.0,12655000000.0
HCA,2024-12-31,,70603000000.0,28678000000.0,10547000000.0,5760000000.0,13896000000.0,,31170000000.0,10514000000.0,-4875000000.0,5639000000.0,59513000000.0,45237000000.0,-2499000000.0,1933000000.0,16414000000.0,15177000000.0
HCA,2025-12-31,,75600000000.0,31374000000.0,11965000000.0,6784000000.0,15603000000.0,,,12636000000.0,-4944000000.0,7692000000.0,60720000000.0,48697000000.0,-6027000000.0,1040000000.0,15783000000.0,16350000000.0
HD,2022-01-31,,,,,,,,,,,,,,,,,
HD,2023-01-31,,157403000000.0,52778000000.0,24039000000.0,17105000000.0,27069000000.0,,26284000000.0,14615000000.0,-3119000000.0,11496000000.0,76445000000.0,50364000000.0,1562000000.0,2757000000.0,32471000000.0,23110000000.0
HD,2024-01-31,,152669000000.0,50960000000.0,21689000000.0,15143000000.0,25114000000.0,,26598000000.0,21172000000.0,-3226000000.0,17946000000.0,76530000000.0,52243000000.0,1044000000.0,3760000000.0,29775000000.0,22015000000.0
HD,2025-01-31,,159514000000.0,53308000000.0,21526000000.0,14806000000.0,25488000000.0,,28748000000.0,19810000000.0,-3485000000.0,16325000000.0,96119000000.0,62290000000.0,6640000000.0,1659000000.0,31683000000.0,28661000000.0
HD,2026-01-31,,164683000000.0,54865000000.0,20890000000.0,14156000000.0,25135000000.0,,30702000000.0,16325000000.0,-3679000000.0,12646000000.0,105095000000.0,65350000000.0,12813000000.0,1389000000.0,34391000000.0,32424000000.0
HON,2021-12-31,,,,,,,,,,,,,,,,,
HON,2022-12-31,,35466000000.0,13119000000.0,6427000000.0,4966000000.0,7997000000.0,1478000000.0,5214000000.0,5274000000.0,-766000000.0,4508000000.0,62275000000.0,20537000000.0,16697000000.0,9627000000.0,24982000000.0,19938000000.0
HON,2023-12-31,,33009000000.0,12372000000.0,6110000000.0,5658000000.0,7944000000.0,1375000000.0,4887000000.0,5340000000.0,-741000000.0,4599000000.0,61525000000.0,21536000000.0,15856000000.0,7925000000.0,23502000000.0,18539000000.0
HON,2024-12-31,,34717000000.0,13357000000.0,6668000000.0,5705000000.0,8444000000.0,1454000000.0,5235000000.0,6097000000.0,-871000000.0,5226000000.0,75196000000.0,32077000000.0,18619000000.0,9906000000.0,27908000000.0,21256000000.0
HON,2025-12-31,,37442000000.0,13829000000.0,6567000000.0,4729000000.0,8208000000.0,1812000000.0,5450000000.0,6408000000.0,-986000000.0,5422000000.0,73681000000.0,35563000000.0,13904000000.0,12487000000.0,30387000000.0,23414000000.0
IBM,2021-12-31,,,,,,,,,,,,,,,,,
IBM,2022-12-31,,60530000000.0,32687000000.0,8174000000.0,1640000000.0,7174000000.0,6567000000.0,18609000000.0,10435000000.0,-1972000000.0,8463000000.0,127243000000.0,54013000000.0,21944000000.0,7886000000.0,29118000000.0,31505000000.0
IBM,2023-12-31,,61860000000.0,34300000000.0,9382000000.0,7502000000.0,14693000000.0,6775000000.0,19003000000.0,13931000000.0,-1810000000.0,12121000000.0,135241000000.0,59935000000.0,22533000000.0,13068000000.0,32908000000.0,34122000000.0
IBM,2024-12-31,,62753000000.0,35551000000.0,10074000000.0,6023000000.0,12176000000.0,7479000000.0,17910000000.0,13445000000.0,-1685000000.0,11760000000.0,137175000000.0,58396000000.0,27307000000.0,13947000000.0,34482000000.0,33142000000.0
IBM,2025-12-31,,67536000000.0,39297000000.0,12492000000.0,10593000000.0,17284000000.0,8316000000.0,18141000000.0,13193000000.0,-1738000000.0,11455000000.0,151880000000.0,64607000000.0,32648000000.0,13587000000.0,36944000000.0,38658000000.0
ICE,2022-12-31,,9636000000.0,5202000000.0,3731000000.0,1446000000.0,3455000000.0,,440000000.0,3554000000.0,-482000000.0,3072000000.0,194338000000.0,18376000000.0,22706000000.0,1799000000.0,156947000000.0,149171000000.0
ICE,2023-12-31,,9903000000.0,5659000000.0,3963000000.0,2368000000.0,4917000000.0,,481000000.0,3542000000.0,-489000000.0,3053000000.0,136084000000.0,22912000000.0,25717000000.0,899000000.0,84973000000.0,84626000000.0
ICE,2024-12-31,,11761000000.0,6522000000.0,4413000000.0,2754000000.0,6075000000.0,,572000000.0,4609000000.0,-752000000.0,3857000000.0,139428000000.0,20703000000.0,27647000000.0,844000000.0,89095000000.0,89553000000.0
ICE,2025-12-31,,12640000000.0,7098000000.0,4999000000.0,3315000000.0,6709000000.0,,539000000.0,4662000000.0,-791000000.0,3871000000.0,136887000000.0,20279000000.0,28915000000.0,837000000.0,85778000000.0,84116000000.0
INTC,2022-12-31,,63054000000.0,26866000000.0,2336000000.0,8014000000.0,21299000000.0,17528000000.0,7002000000.0,15433000000.0,-24844000000.0,-9411000000.0,182103000000.0,42007000000.0,101423000000.0,11144000000.0,50407000000.0,32155000000.0
INTC,2023-12-31,,54228000000.0,21711000000.0,31000000.0,1689000000.0,11242000000.0,16046000000.0,5634000000.0,11471000000.0,-25750000000.0,-14279000000.0,191572000000.0,49266000000.0,105590000000.0,7079000000.0,43269000000.0,28053000000.0
INTC,2024-12-31,,53101000000.0,17345000000.0,-4708000000.0,-18756000000.0,1203000000.0,16546000000.0,5507000000.0,8288000000.0,-23944000000.0,-15656000000.0,196485000000.0,50011000000.0,99270000000.0,8249000000.0,47324000000.0,35666000000.0
INTC,2025-12-31,,52853000000.0,18375000000.0,-23000000.0,-267000000.0,14354000000.0,13774000000.0,4624000000.0,9697000000.0,-14646000000.0,-4949000000.0,211429000000.0,46585000000.0,114281000000.0,14265000000.0,63688000000.0,31575000000.0
INTU,2021-07-31,,,,,,,,,,,,,,,,,
INTU,2022-07-31,,12726000000.0,10320000000.0,2559000000.0,2066000000.0,3369000000.0,2347000000.0,4998000000.0,3889000000.0,-229000000.0,3660000000.0,27734000000.0,7540000000.0,16441000000.0,2796000000.0,5047000000.0,3630000000.0
INTU,2023-07-31,,14368000000.0,11225000000.0,3141000000.0,2384000000.0,4043000000.0,2539000000.0,5062000000.0,5046000000.0,-260000000.0,4786000000.0,27780000000.0,6689000000.0,17269000000.0,2848000000.0,5557000000.0,3790000000.0
INTU,2024-07-31,,16285000000.0,12820000000.0,3853000000.0,2963000000.0,4581000000.0,2754000000.0,5730000000.0,4884000000.0,-250000000.0,4634000000.0,32132000000.0,6567000000.0,18436000000.0,3609000000.0,9678000000.0,7491000000.0
INTU,2025-07-31,,18831000000.0,14983000000.0,4938000000.0,3869000000.0,5890000000.0,2928000000.0,6636000000.0,6207000000.0,-124000000.0,6083000000.0,36958000000.0,6639000000.0,19710000000.0,2884000000.0,14107000000.0,10370000000.0
ISRG,2022-12-31,,6222200000.0,4196000000.0,1577100000.0,1322300000.0,1942900000.0,879000000.0,1739900000.0,1490800000.0,-532400000.0,958400000.0,12974000000.0,,11041900000.0,1581200000.0,6253000000.0,1422100000.0
ISRG,2023-12-31,,7124100000.0,4729500000.0,1766800000.0,1798000000.0,2221600000.0,998800000.0,1963900000.0,1813800000.0,-1064200000.0,749600000.0,15441500000.0,,13307600000.0,2750100000.0,7888000000.0,1658700000.0
ISRG,2024-12-31,,8352100000.0,5634200000.0,2348900000.0,2322600000.0,2848600000.0,1145300000.0,2140000000.0,2415000000.0,-1111200000.0,1303800000.0,18743200000.0,,16433700000.0,2027400000.0,7111000000.0,1745300000.0
ISRG,2025-12-31,,10064700000.0,6642300000.0,2945500000.0,2856000000.0,3622600000.0,1311800000.0,2385000000.0,3030500000.0,-539800000.0,2490700000.0,20458700000.0,,17824000000.0,3368000000.0,9779500000.0,2006200000.0
ITW,2022-12-31,,15932000000.0,6503000000.0,3790000000.0,3034000000.0,4455000000.0,,2579000000.0,2348000000.0,-412000000.0,1936000000.0,15422000000.0,7949000000.0,3088000000.0,708000000.0,6270000000.0,4460000000.0
ITW,2023-12-31,,16107000000.0,6791000000.0,4040000000.0,2957000000.0,4484000000.0,,2638000000.0,3539000000.0,-455000000.0,3084000000.0,15518000000.0,8370000000.0,3012000000.0,1065000000.0,6235000000.0,4675000000.0
ITW,2024-12-31,,15898000000.0,7040000000.0,4264000000.0,3488000000.0,5107000000.0,,2675000000.0,3281000000.0,-437000000.0,2844000000.0,15067000000.0,8078000000.0,3316000000.0,948000000.0,5856000000.0,4308000000.0
ITW,2025-12-31,,16044000000.0,7075000000.0,4216000000.0,3066000000.0,4655000000.0,,2779000000.0,3126000000.0,-419000000.0,2707000000.0,16148000000.0,9211000000.0,3225000000.0,851000000.0,6200000000.0,5126000000.0
JNJ,2021-12-31,,,,,,,,,,,,,,,,,
JNJ,2022-12-31,,79990000000.0,55394000000.0,21013000000.0,17941000000.0,26605000000.0,14135000000.0,20246000000.0,21194000000.0,-4009000000.0,17185000000.0,187378000000.0,39642000000.0,76804000000.0,12889000000.0,55294000000.0,55802000000.0
JNJ,2023-12-31,,85159000000.0,58606000000.0,22009000000.0,35153000000.0,23320000000.0,15085000000.0,21512000000.0,22791000000.0,-5013000000.0,17778000000.0,167558000000.0,29332000000.0,68774000000.0,21859000000.0,53495000000.0,46282000000.0
JNJ,2024-12-31,,88821000000.0,61350000000.0,21249000000.0,14066000000.0,24781000000.0,17232000000.0,22869000000.0,24266000000.0,-6207000000.0,18059000000.0,180104000000.0,36634000000.0,71490000000.0,24105000000.0,55893000000.0,50321000000.0
JNJ,2025-12-31,,94193000000.0,63937000000.0,25596000000.0,26804000000.0,41055000000.0,14665000000.0,23676000000.0,24530000000.0,-5217000000.0,19313000000.0,199210000000.0,47933000000.0,81544000000.0,19709000000.0,55624000000.0,54126000000.0
JPM,2022-12-31,,127727000000.0,,,37676000000.0,,,45547000000.0,107119000000.0,,107119000000.0,3665743000000.0,339892000000.0,292332000000.0,567234000000.0,,
JPM,2023-12-31,,154952000000.0,,,49552000000.0,,,51056000000.0,12974000000.0,,12974000000.0,3875393000000.0,436537000000.0,327878000000.0,624151000000.0,,
JPM,2024-12-31,,169439000000.0,,,58471000000.0,,,56331000000.0,-42012000000.0,,-42012000000.0,4002814000000.0,454311000000.0,344758000000.0,469317000000.0,,
JPM,2025-12-31,,181847000000.0,,,57048000000.0,,,60018000000.0,-147782000000.0,,-147782000000.0,4424900000000.0,499982000000.0,362438000000.0,343338000000.0,,
KKR,2021-12-31,,,,,,,,,,,,,,,,,
KKR,2022-12-31,,5565056000.0,2006803000.0,-345578000.0,-521664000.0,1345738000.0,,2352381000.0,-5279259000.0,-85056000.0,-5364315000.0,275346636000.0,44074997000.0,18807767000.0,12823556000.0,43645263000.0,28877597000.0
KKR,2023-12-31,,14322870000.0,4860651000.0,2138148000.0,3732261000.0,9500580000.0,,2722503000.0,-1493812000.0,-108393000.0,-1602205000.0,317294194000.0,49387579000.0,22858694000.0,20348567000.0,191486333000.0,40628717000.0
