,state_0,state_1,state_2
state_0,0.9826224328593997,0.014218009478672985,0.00315955766192733
state_1,0.0050561797752808986,0.9943820224719101,0.0005617977528089888
state_2,0.02857142857142857,0.014285714285714285,0.9571428571428572
