method,k,silhouette,davies_bouldin,calinski_harabasz,temporal_stability,min_occupancy,same_state_fraction,change_event_fraction,n_change_events,markov_order1_accuracy,persistence_accuracy,change_event_accuracy
kmeans,5,0.1563433940956369,1.5702907632372256,636.84118126542,0.957962813257882,0.025050505050505052,0.9670433145009416,0.03295668549905838,35,0.9670433145009416,0.9670433145009416,0.0
kmeans,4,0.15107615250872367,1.6954196866154732,706.6937106841087,0.9684721099434115,0.026262626262626262,0.9670433145009416,0.03295668549905838,35,0.9670433145009416,0.9670433145009416,0.0
gmm,3,0.160449148540831,1.9087852775887786,715.3733907244273,0.9717057396928052,0.028686868686868688,0.9538606403013182,0.046139359698681735,49,0.9538606403013182,0.9538606403013182,0.0
gmm,5,0.10898887543732527,1.9275224901045092,484.9320102262871,0.9486661277283751,0.02666666666666667,0.9378531073446328,0.062146892655367235,66,0.9378531073446328,0.9378531073446328,0.0
gmm,4,0.1148287646813745,2.0150048599052997,550.1015824652366,0.9611964430072757,0.02666666666666667,0.935969868173258,0.064030131826742,68,0.935969868173258,0.935969868173258,0.0
gmm,6,0.09511070107809161,1.8184129025514697,451.4516421884132,0.9478577202910267,0.023434343434343436,0.9133709981167608,0.08662900188323917,92,0.9133709981167608,0.9133709981167608,0.0
