large_cap_rs_126d,large_cap_mom_12_1,ma200_wider_stop,ath_dip_recovery,sector_defensive_rotation,large_cap_bear_short_weak
0.38205773136597265,0.1708396163874134,0.016589775019792564,0.2031342054987337,0.0053669151558362336,0.22201175657225133
