observations,total_return,annual_return,annual_std,sharpe,average_daily_return,average_daily_turnover,max_drawdown,hit_rate,strategy,avg_gross_exposure,avg_active_positions,avg_daily_turnover,folds
3350,6.176357305140269,0.15980352492820304,0.160809238484322,0.9937459217791333,0.0006400276524923254,0.059721042188675084,-0.34534265267874253,0.5543283582089552,ath_dip_recovery,1.0,21.18507462686567,0.059721042188675084,27
3350,-0.8333557060236338,-0.1261033841401299,0.1919463036529311,-0.6569721934741942,-0.0004627426090857617,0.15365475817714624,-0.8303067979285101,0.3591044776119403,exponential_reversion_short,0.784179104477612,2.2797014925373134,0.15365475817714624,27
